"","id","year","wage","educ","exper","manuf","black","lwage","y81","y82","y83","y84","y85","y86","y87","inlf","expersq","lwage_1","inlf_1","inlfp1"
"920",399,83,24449.51953125,11,2,0,1,10.1043663024902,0,0,1,0,0,0,0,1,4,9.32960605621338,1,1
"921",399,84,17093.529296875,11,3,0,1,9.74645519256592,0,0,0,1,0,0,0,1,9,10.1372385025024,1,1
"922",399,85,9700.8095703125,11,4,0,1,9.17996501922607,0,0,0,0,1,0,0,1,16,9.89229297637939,1,1
"923",399,86,25266.599609375,11,5,0,1,10.1372385025024,0,0,0,0,0,1,0,1,25,9.17996501922607,1,1
"924",399,87,17803.060546875,11,6,0,1,9.78712558746338,0,0,0,0,0,0,1,1,36,10.0326776504517,1,NA
"925",411,81,NA,12,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"926",411,82,NA,12,0,0,1,NA,0,1,0,0,0,0,0,0,0,9.74645519256592,0,1
"927",411,83,NA,12,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,1,0
"928",411,84,7821.97021484375,12,0,0,1,8.96469211578369,0,0,0,1,0,0,0,1,0,NA,0,0
"929",411,85,NA,12,1,0,1,NA,0,0,0,0,1,0,0,0,1,NA,0,0
"930",411,86,NA,12,1,0,1,NA,0,0,0,0,0,1,0,0,1,NA,1,0
"931",411,87,NA,12,1,0,1,NA,0,0,0,0,0,0,1,0,1,NA,0,NA
"932",421,81,NA,10,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,1
"933",421,82,NA,10,0,0,1,NA,0,1,0,0,0,0,0,0,0,8.96469211578369,0,0
"934",421,83,NA,10,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,0,0
"935",421,84,NA,10,0,0,1,NA,0,0,0,1,0,0,0,0,0,NA,0,0
"936",421,85,6320.9501953125,10,0,0,1,8.75162506103516,0,0,0,0,1,0,0,1,0,NA,0,0
"937",421,86,6190.31982421875,10,1,0,1,8.73074245452881,0,0,0,0,0,1,0,1,1,8.75162506103516,0,1
"938",421,87,NA,10,2,0,1,NA,0,0,0,0,0,0,1,0,4,NA,1,NA
"939",423,81,NA,10,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"940",423,82,NA,10,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,1,0
"941",423,83,NA,10,0,0,1,NA,0,0,1,0,0,0,0,0,0,8.73074245452881,0,0
"942",423,84,NA,10,0,0,1,NA,0,0,0,1,0,0,0,0,0,NA,0,0
"943",423,85,NA,10,0,0,1,NA,0,0,0,0,1,0,0,0,0,NA,0,0
"944",423,86,NA,10,0,0,1,NA,0,0,0,0,0,1,0,0,0,NA,0,0
"945",423,87,NA,10,0,0,1,NA,0,0,0,0,0,0,1,0,0,NA,0,NA
"946",426,81,NA,9,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"947",426,82,NA,9,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,0,0
"948",426,83,NA,9,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,0,0
"949",426,84,NA,9,0,0,1,NA,0,0,0,1,0,0,0,0,0,NA,0,0
"950",426,85,NA,9,0,0,1,NA,0,0,0,0,1,0,0,0,0,NA,0,0
"951",426,86,NA,9,0,0,1,NA,0,0,0,0,0,1,0,0,0,NA,0,0
"952",426,87,NA,9,0,0,1,NA,0,0,0,0,0,0,1,0,0,NA,0,NA
"953",432,81,NA,8,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"954",432,82,NA,8,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,0,0
"955",432,83,NA,8,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,0,0
"956",432,84,NA,8,0,0,1,NA,0,0,0,1,0,0,0,0,0,NA,0,0
"957",432,85,NA,8,0,0,1,NA,0,0,0,0,1,0,0,0,0,NA,0,0
"958",432,86,NA,8,0,0,1,NA,0,0,0,0,0,1,0,0,0,NA,0,0
"959",432,87,NA,8,0,0,1,NA,0,0,0,0,0,0,1,0,0,NA,0,NA
"960",433,81,NA,10,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"961",433,82,NA,10,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,0,0
"962",433,83,NA,10,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,0,0
"963",433,84,NA,10,0,0,1,NA,0,0,0,1,0,0,0,0,0,NA,0,0
"964",433,85,NA,10,0,0,1,NA,0,0,0,0,1,0,0,0,0,NA,0,0
"965",433,86,NA,10,0,0,1,NA,0,0,0,0,0,1,0,0,0,NA,0,0
"966",433,87,NA,10,0,0,1,NA,0,0,0,0,0,0,1,0,0,NA,0,NA
"967",434,81,NA,9,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"968",434,82,NA,9,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,0,0
"969",434,83,NA,9,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,0,0
"970",434,84,NA,9,0,0,1,NA,0,0,0,1,0,0,0,0,0,NA,0,0
"971",434,85,NA,9,0,0,1,NA,0,0,0,0,1,0,0,0,0,NA,0,0
"972",434,86,NA,9,0,0,1,NA,0,0,0,0,0,1,0,0,0,NA,0,0
"973",434,87,NA,9,0,0,1,NA,0,0,0,0,0,0,1,0,0,NA,0,NA
"974",436,81,NA,11,2,0,1,NA,1,0,0,0,0,0,0,0,4,NA,NA,0
"975",436,82,NA,11,2,0,1,NA,0,1,0,0,0,0,0,0,4,NA,0,0
"976",436,83,NA,11,2,0,1,NA,0,0,1,0,0,0,0,0,4,NA,0,0
"977",436,84,NA,11,2,0,1,NA,0,0,0,1,0,0,0,0,4,NA,0,0
"978",436,85,NA,11,2,0,1,NA,0,0,0,0,1,0,0,0,4,NA,0,0
"979",436,86,NA,11,2,0,1,NA,0,0,0,0,0,1,0,0,4,NA,0,0
"980",436,87,NA,11,2,0,1,NA,0,0,0,0,0,0,1,0,4,NA,0,NA
"981",439,81,NA,10,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"982",439,82,NA,10,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,0,0
"983",439,83,NA,10,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,0,0
"984",439,84,NA,10,0,0,1,NA,0,0,0,1,0,0,0,0,0,NA,0,0
"985",439,85,NA,10,0,0,1,NA,0,0,0,0,1,0,0,0,0,NA,0,0
"986",439,86,NA,10,0,0,1,NA,0,0,0,0,0,1,0,0,0,NA,0,0
"987",439,87,NA,10,0,0,1,NA,0,0,0,0,0,0,1,0,0,NA,0,NA
"988",441,81,NA,12,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"989",441,82,NA,12,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,0,0
"990",441,83,NA,12,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,0,0
"991",441,84,NA,12,0,0,1,NA,0,0,0,1,0,0,0,0,0,NA,1,0
"992",441,85,16242.6201171875,12,0,0,1,9.69539356231689,0,0,0,0,1,0,0,1,0,9.8445348739624,0,1
"993",441,86,18855.01953125,12,1,0,1,9.8445348739624,0,0,0,0,0,1,0,1,1,NA,0,0
"994",441,87,NA,12,2,0,1,NA,0,0,0,0,0,0,1,0,4,NA,0,NA
"995",442,81,NA,10,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"996",442,82,NA,10,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,0,0
"997",442,83,NA,10,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,0,0
"998",442,84,NA,10,0,0,1,NA,0,0,0,1,0,0,0,0,0,NA,0,0
"999",442,85,NA,10,0,0,1,NA,0,0,0,0,1,0,0,0,0,NA,0,0
"1000",442,86,NA,10,0,0,1,NA,0,0,0,0,0,1,0,0,0,NA,0,0
"1001",442,87,NA,10,0,0,1,NA,0,0,0,0,0,0,1,0,0,NA,0,NA
"1002",445,81,NA,10,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,1
"1003",445,82,9302.240234375,10,0,0,1,9.13801097869873,0,1,0,0,0,0,0,1,0,NA,0,0
"1004",445,83,NA,10,1,0,1,NA,0,0,1,0,0,0,0,0,1,NA,0,0
"1005",445,84,NA,10,1,0,1,NA,0,0,0,1,0,0,0,0,1,NA,1,0
"1006",445,85,13415.8896484375,10,1,0,1,9.50419521331787,0,0,0,0,1,0,0,1,1,9.13801097869873,1,1
"1007",445,86,14294.1904296875,10,2,0,1,9.56760883331299,0,0,0,0,0,1,0,1,4,9.92693519592285,0,1
"1008",445,87,20474.5,10,3,0,1,9.92693519592285,0,0,0,0,0,0,1,1,9,9.50419521331787,1,NA
"1009",446,81,11403.1103515625,10,0,1,1,9.34164142608643,1,0,0,0,0,0,0,1,0,NA,NA,0
"1010",446,82,10858.4599609375,10,1,1,1,9.29269981384277,0,1,0,0,0,0,0,1,1,9.44249057769775,1,1
"1011",446,83,13229.599609375,10,2,0,1,9.49021244049072,0,0,1,0,0,0,0,1,4,9.34164142608643,1,1
"1012",446,84,17106.759765625,10,3,0,1,9.74722862243652,0,0,0,1,0,0,0,1,9,9.49021244049072,1,1
"1013",446,85,17977.8203125,10,4,0,1,9.79689407348633,0,0,0,0,1,0,0,1,16,NA,0,1
"1014",446,86,12613.08984375,10,5,0,1,9.44249057769775,0,0,0,0,0,1,0,1,25,9.79689407348633,1,1
"1015",446,87,NA,10,6,NA,1,NA,0,0,0,0,0,0,1,0,36,9.56760883331299,1,NA
"1016",448,81,NA,11,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"1017",448,82,NA,11,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,0,0
"1018",448,83,12563.1201171875,11,0,0,1,9.43852043151855,0,0,1,0,0,0,0,1,0,NA,0,1
"1019",448,84,NA,11,1,0,1,NA,0,0,0,1,0,0,0,0,1,NA,0,0
"1020",448,85,NA,11,1,0,1,NA,0,0,0,0,1,0,0,0,1,NA,0,0
"1021",448,86,NA,11,1,0,1,NA,0,0,0,0,0,1,0,0,1,9.74722862243652,1,1
"1022",448,87,NA,11,1,0,1,NA,0,0,0,0,0,0,1,0,1,NA,0,NA
"1023",449,81,8447.740234375,14,0,0,1,9.04165458679199,1,0,0,0,0,0,0,1,0,NA,NA,1
"1024",449,82,11551.6396484375,14,1,0,1,9.35458278656006,0,1,0,0,0,0,0,1,1,9.35047626495361,1,1
"1025",449,83,15521.25,14,2,0,1,9.64996528625488,0,0,1,0,0,0,0,1,4,10.303412437439,1,1
"1026",449,84,12734.849609375,14,3,0,1,9.45209789276123,0,0,0,1,0,0,0,1,9,9.64996528625488,1,1
"1027",449,85,11504.2998046875,14,4,0,1,9.35047626495361,0,0,0,0,1,0,0,1,16,9.43852043151855,1,1
"1028",449,86,12222.2001953125,14,5,0,1,9.41100883483887,0,0,0,0,0,1,0,1,25,9.35458278656006,1,0
"1029",449,87,29834.259765625,14,6,0,1,10.303412437439,0,0,0,0,0,0,1,1,36,9.41100883483887,1,NA
"1030",458,81,NA,7,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,1
"1031",458,82,NA,7,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,0,0
"1032",458,83,NA,7,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,0,0
"1033",458,84,NA,7,0,0,1,NA,0,0,0,1,0,0,0,0,0,9.04165458679199,0,0
"1034",458,85,6113.83984375,7,0,0,1,8.71831035614014,0,0,0,0,1,0,0,1,0,NA,0,0
"1035",458,86,NA,7,1,0,1,NA,0,0,0,0,0,1,0,0,1,NA,0,0
"1036",458,87,NA,7,1,0,1,NA,0,0,0,0,0,0,1,0,1,NA,1,NA
"1037",459,81,8413.26953125,9,0,0,1,9.03756523132324,1,0,0,0,0,0,0,1,0,NA,NA,0
"1038",459,82,NA,9,1,0,1,NA,0,1,0,0,0,0,0,0,1,8.71831035614014,1,0
"1039",459,83,NA,9,1,0,1,NA,0,0,1,0,0,0,0,0,1,NA,1,1
"1040",459,84,10725.6396484375,9,1,0,1,9.28039264678955,0,0,0,1,0,0,0,1,1,9.27001857757568,0,1
"1041",459,85,10614.9501953125,9,2,0,1,9.27001857757568,0,0,0,0,1,0,0,1,4,9.56514453887939,1,1
"1042",459,86,7043.5,9,3,0,1,8.85986042022705,0,0,0,0,0,1,0,1,9,9.03756523132324,1,1
"1043",459,87,14259.01953125,9,4,0,1,9.56514453887939,0,0,0,0,0,0,1,1,16,NA,0,NA
"1044",460,81,10231.3701171875,11,0,0,1,9.23321342468262,1,0,0,0,0,0,0,1,0,NA,NA,1
"1045",460,82,10081.8603515625,11,1,0,1,9.21849346160889,0,1,0,0,0,0,0,1,1,9.50345134735107,1,1
"1046",460,83,10129.8603515625,11,2,0,1,9.22324275970459,0,0,1,0,0,0,0,1,4,9.16499137878418,0,1
"1047",460,84,9556.6396484375,11,3,0,1,9.16499137878418,0,0,0,1,0,0,0,1,9,9.23321342468262,1,1
"1048",460,85,NA,11,4,0,1,NA,0,0,0,0,1,0,0,0,16,NA,1,1
"1049",460,86,NA,11,4,0,1,NA,0,0,0,0,0,1,0,0,16,8.85986042022705,1,0
"1050",460,87,13405.919921875,11,4,0,1,9.50345134735107,0,0,0,0,0,0,1,1,16,9.22324275970459,1,NA
"1051",462,81,NA,11,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"1052",462,82,NA,11,0,0,1,NA,0,1,0,0,0,0,0,0,0,9.21849346160889,0,1
"1053",462,83,NA,11,0,NA,1,NA,0,0,1,0,0,0,0,0,0,NA,0,0
"1054",462,84,11055.1904296875,11,0,1,1,9.31065559387207,0,0,0,1,0,0,0,1,0,9.40814113616943,1,1
"1055",462,85,NA,11,1,0,1,NA,0,0,0,0,1,0,0,0,1,NA,1,0
"1056",462,86,NA,11,1,0,1,NA,0,0,0,0,0,1,0,0,1,NA,0,0
"1057",462,87,12187.2001953125,11,1,0,1,9.40814113616943,0,0,0,0,0,0,1,1,1,NA,0,NA
"1058",464,81,NA,12,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"1059",464,82,NA,12,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,1,0
"1060",464,83,NA,12,0,0,1,NA,0,0,1,0,0,0,0,0,0,9.31065559387207,0,1
"1061",464,84,18533.94921875,12,0,0,1,9.82735919952393,0,0,0,1,0,0,0,1,0,9.07244777679443,1,1
"1062",464,85,8578.23046875,12,1,0,1,9.05698299407959,0,0,0,0,1,0,0,1,1,9.82735919952393,1,1
"1063",464,86,8711.919921875,12,2,0,1,9.07244777679443,0,0,0,0,0,1,0,1,4,9.71562576293945,0,0
"1064",464,87,16574.58984375,12,3,0,1,9.71562576293945,0,0,0,0,0,0,1,1,9,NA,0,NA
"1065",465,81,NA,12,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"1066",465,82,NA,12,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,1,0
"1067",465,83,NA,12,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,0,0
"1068",465,84,NA,12,0,0,1,NA,0,0,0,1,0,0,0,0,0,NA,0,0
"1069",465,85,NA,12,0,0,1,NA,0,0,0,0,1,0,0,0,0,NA,0,0
"1070",465,86,NA,12,0,0,1,NA,0,0,0,0,0,1,0,0,0,NA,0,0
"1071",465,87,NA,12,0,0,1,NA,0,0,0,0,0,0,1,0,0,NA,0,NA
"1072",470,81,10739.9599609375,10,3,1,1,9.2817268371582,1,0,0,0,0,0,0,1,9,NA,NA,1
"1073",470,82,NA,10,4,0,1,NA,0,1,0,0,0,0,0,0,16,NA,0,1
"1074",470,83,9626.08984375,10,4,1,1,9.17223262786865,0,0,1,0,0,0,0,1,16,9.12320041656494,1,1
"1075",470,84,8447.98046875,10,5,1,1,9.04168224334717,0,0,0,1,0,0,0,1,25,9.20048332214355,1,0
"1076",470,85,7542.77978515625,10,6,1,1,8.92834568023682,0,0,0,0,1,0,0,1,36,9.2817268371582,1,1
"1077",470,86,9165.490234375,10,7,1,1,9.12320041656494,0,0,0,0,0,1,0,1,49,NA,0,1
"1078",470,87,9901.91015625,10,8,1,1,9.20048332214355,0,0,0,0,0,0,1,1,64,9.17223262786865,1,NA
"1079",471,81,8109.68017578125,12,2,0,1,9.00081348419189,1,0,0,0,0,0,0,1,4,NA,NA,1
"1080",471,82,7758.81005859375,12,3,0,1,8.95658397674561,0,1,0,0,0,0,0,1,9,9.21565818786621,1,0
"1081",471,83,NA,12,4,0,1,NA,0,0,1,0,0,0,0,0,16,NA,1,1
"1082",471,84,NA,12,4,0,1,NA,0,0,0,1,0,0,0,0,16,8.92834568023682,0,0
"1083",471,85,9300.5595703125,12,4,1,1,9.13782978057861,0,0,0,0,1,0,0,1,16,8.95658397674561,1,1
"1084",471,86,10053.3203125,12,5,1,1,9.21565818786621,0,0,0,0,0,1,0,1,25,9.27709484100342,0,1
"1085",471,87,10690.330078125,12,6,1,1,9.27709484100342,0,0,0,0,0,0,1,1,36,NA,1,NA
"1086",472,81,NA,12,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"1087",472,82,8953.9501953125,12,0,0,1,9.09984970092773,0,1,0,0,0,0,0,1,0,9.18499755859375,1,1
"1088",472,83,NA,12,1,0,1,NA,0,0,1,0,0,0,0,0,1,NA,0,1
"1089",472,84,NA,12,1,0,1,NA,0,0,0,1,0,0,0,0,1,9.00081348419189,0,0
"1090",472,85,9082.3896484375,12,1,1,1,9.11409282684326,0,0,0,0,1,0,0,1,1,9.07544231414795,1,1
"1091",472,86,8738.0498046875,12,2,1,1,9.07544231414795,0,0,0,0,0,1,0,1,4,9.09984970092773,1,1
"1092",472,87,9749.759765625,12,3,1,1,9.18499755859375,0,0,0,0,0,0,1,1,9,NA,0,NA
"1093",478,81,4900.31005859375,12,0,0,1,8.49705410003662,1,0,0,0,0,0,0,1,0,NA,NA,1
"1094",478,82,26058.150390625,12,1,0,1,10.1680860519409,0,1,0,0,0,0,0,1,1,9.11409282684326,1,1
"1095",478,83,30062.779296875,12,2,0,1,10.3110427856445,0,0,1,0,0,0,0,1,4,9.6670389175415,1,1
"1096",478,84,19624.51953125,12,3,0,1,9.88453483581543,0,0,0,1,0,0,0,1,9,9.6484203338623,1,1
"1097",478,85,15788.5302734375,12,4,0,1,9.6670389175415,0,0,0,0,1,0,0,1,16,8.49705410003662,1,0
"1098",478,86,15497.2900390625,12,5,0,1,9.6484203338623,0,0,0,0,0,1,0,1,25,10.2438297271729,1,1
"1099",478,87,28108.560546875,12,6,0,1,10.2438297271729,0,0,0,0,0,0,1,1,36,10.1680860519409,1,NA
"1100",481,81,9438.33984375,7,2,0,1,9.1525354385376,1,0,0,0,0,0,0,1,4,NA,NA,1
"1101",481,82,7409.7998046875,7,3,0,1,8.91055870056152,0,1,0,0,0,0,0,1,9,9.1525354385376,1,1
"1102",481,83,NA,7,4,0,1,NA,0,0,1,0,0,0,0,0,16,10.3110427856445,1,1
"1103",481,84,8610.2802734375,7,4,0,1,9.06071186065674,0,0,0,1,0,0,0,1,16,NA,1,1
"1104",481,85,10199.91015625,7,5,0,1,9.23013401031494,0,0,0,0,1,0,0,1,25,9.06071186065674,1,1
"1105",481,86,8843.3095703125,7,6,0,1,9.08741664886475,0,0,0,0,0,1,0,1,36,8.92041969299316,1,1
"1106",481,87,7483.22998046875,7,7,0,1,8.92041969299316,0,0,0,0,0,0,1,1,49,9.23013401031494,1,NA
"1107",483,81,NA,8,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"1108",483,82,NA,8,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,1,1
"1109",483,83,NA,8,0,0,1,NA,0,0,1,0,0,0,0,0,0,8.91055870056152,0,0
"1110",483,84,NA,8,0,0,1,NA,0,0,0,1,0,0,0,0,0,NA,0,0
"1111",483,85,8676.9697265625,8,0,0,1,9.06842803955078,0,0,0,0,1,0,0,1,0,NA,1,0
"1112",483,86,14553.5595703125,8,1,0,1,9.58559131622314,0,0,0,0,0,1,0,1,1,9.34814262390137,0,1
"1113",483,87,11477.490234375,8,2,0,1,9.34814262390137,0,0,0,0,0,0,1,1,4,9.06842803955078,1,NA
"1114",484,81,NA,12,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"1115",484,82,NA,12,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,1,0
"1116",484,83,NA,12,0,0,1,NA,0,0,1,0,0,0,0,0,0,9.58559131622314,0,1
"1117",484,84,6518.47998046875,12,0,1,1,8.78239631652832,0,0,0,1,0,0,0,1,0,8.96322822570801,1,0
"1118",484,85,7810.52978515625,12,1,0,1,8.96322822570801,0,0,0,0,1,0,0,1,1,8.87847232818604,0,1
"1119",484,86,NA,12,2,0,1,NA,0,0,0,0,0,1,0,0,4,NA,0,0
"1120",484,87,7175.81982421875,12,2,0,1,8.87847232818604,0,0,0,0,0,0,1,1,4,NA,1,NA
"1121",485,81,NA,12,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,1
"1122",485,82,13763.740234375,12,0,1,1,9.52979278564453,0,1,0,0,0,0,0,1,0,9.47031307220459,0,1
"1123",485,83,14598.330078125,12,1,1,1,9.58866214752197,0,0,1,0,0,0,0,1,1,9.52979278564453,1,1
"1124",485,84,12968.9501953125,12,2,1,1,9.47031307220459,0,0,0,1,0,0,0,1,4,9.60484886169434,1,1
"1125",485,85,13140,12,3,1,1,9.48341655731201,0,0,0,0,1,0,0,1,9,9.56889915466309,1,1
"1126",485,86,14836.5498046875,12,4,0,1,9.60484886169434,0,0,0,0,0,1,0,1,16,NA,1,1
"1127",485,87,14312.650390625,12,5,1,1,9.56889915466309,0,0,0,0,0,0,1,1,25,9.58866214752197,1,NA
"1128",488,81,6266.31005859375,11,0,1,1,8.74294281005859,1,0,0,0,0,0,0,1,0,NA,NA,1
"1129",488,82,6303.14013671875,11,1,1,1,8.74880313873291,0,1,0,0,0,0,0,1,1,9.65913867950439,1,1
"1130",488,83,14940.16015625,11,2,1,1,9.61180782318115,0,0,1,0,0,0,0,1,4,9.48341655731201,1,1
"1131",488,84,15667.169921875,11,3,1,1,9.65932273864746,0,0,0,1,0,0,0,1,9,9.93735694885254,1,1
"1132",488,85,15664.2802734375,11,4,1,1,9.65913867950439,0,0,0,0,1,0,0,1,16,9.61180782318115,1,0
"1133",488,86,12407.580078125,11,5,1,1,9.42606258392334,0,0,0,0,0,1,0,1,25,8.74880313873291,1,1
"1134",488,87,20688.990234375,11,6,1,1,9.93735694885254,0,0,0,0,0,0,1,1,36,9.42606258392334,1,NA
"1135",496,81,NA,11,1,0,1,NA,1,0,0,0,0,0,0,0,1,NA,NA,0
"1136",496,82,13054.9404296875,11,1,0,1,9.47692203521729,0,1,0,0,0,0,0,1,1,NA,0,0
"1137",496,83,NA,11,2,0,1,NA,0,0,1,0,0,0,0,0,4,NA,0,0
"1138",496,84,11887.0703125,11,2,0,1,9.38320636749268,0,0,0,1,0,0,0,1,4,9.47692203521729,0,1
"1139",496,85,NA,11,3,0,1,NA,0,0,0,0,1,0,0,0,9,NA,1,0
"1140",496,86,NA,11,3,0,1,NA,0,0,0,0,0,1,0,0,9,8.74294281005859,0,1
"1141",496,87,NA,11,3,0,1,NA,0,0,0,0,0,0,1,0,9,NA,1,NA
"1142",497,81,NA,9,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,1
"1143",497,82,NA,9,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,0,0
"1144",497,83,NA,9,0,0,1,NA,0,0,1,0,0,0,0,0,0,9.38320636749268,0,0
"1145",497,84,12097.7900390625,9,0,0,1,9.40077781677246,0,0,0,1,0,0,0,1,0,9.42797565460205,1,0
"1146",497,85,12431.330078125,9,1,0,1,9.42797565460205,0,0,0,0,1,0,0,1,1,9.53565502166748,1,1
"1147",497,86,13643.9599609375,9,2,0,1,9.52105236053467,0,0,0,0,0,1,0,1,4,NA,0,1
"1148",497,87,13844.66015625,9,3,0,1,9.53565502166748,0,0,0,0,0,0,1,1,9,9.52105236053467,1,NA
"1149",498,81,8928.8603515625,12,2,1,1,9.09704399108887,1,0,0,0,0,0,0,1,4,NA,NA,1
"1150",498,82,9672.900390625,12,3,1,1,9.17708301544189,0,1,0,0,0,0,0,1,9,NA,1,1
"1151",498,83,9789.5703125,12,4,1,1,9.18907260894775,0,0,1,0,0,0,0,1,16,9.53200435638428,1,1
"1152",498,84,9398.8603515625,12,5,1,1,9.14834403991699,0,0,0,1,0,0,0,1,25,9.72701168060303,1,1
"1153",498,85,NA,12,6,0,1,NA,0,0,0,0,1,0,0,0,36,9.40077781677246,1,1
"1154",498,86,13794.2099609375,12,6,1,1,9.53200435638428,0,0,0,0,0,1,0,1,36,9.09704399108887,1,1
"1155",498,87,16764.380859375,12,7,0,1,9.72701168060303,0,0,0,0,0,0,1,1,49,9.18907260894775,1,NA
"1156",503,81,9078.080078125,8,1,0,1,9.11361789703369,1,0,0,0,0,0,0,1,1,NA,NA,0
"1157",503,82,9553.23046875,8,2,0,1,9.16463470458984,0,1,0,0,0,0,0,1,4,9.14834403991699,1,1
"1158",503,83,11429.9404296875,8,3,1,1,9.34399127960205,0,0,1,0,0,0,0,1,9,9.11361789703369,1,1
"1159",503,84,16311.669921875,8,4,1,1,9.69963645935059,0,0,0,1,0,0,0,1,16,9.84822177886963,1,1
"1160",503,85,20146.9609375,8,5,1,1,9.91080856323242,0,0,0,0,1,0,0,1,25,9.87814521789551,1,1
"1161",503,86,18924.6796875,8,6,0,1,9.84822177886963,0,0,0,0,0,1,0,1,36,9.16463470458984,1,1
"1162",503,87,19499.51953125,8,7,1,1,9.87814521789551,0,0,0,0,0,0,1,1,49,9.69963645935059,1,NA
"1163",506,81,NA,9,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,1
"1164",506,82,NA,9,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,0,0
"1165",506,83,NA,9,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,1,0
"1166",506,84,5360.14990234375,9,0,0,1,8.58674716949463,0,0,0,1,0,0,0,1,0,NA,0,0
"1167",506,85,NA,9,1,0,1,NA,0,0,0,0,1,0,0,0,1,NA,0,0
"1168",506,86,NA,9,1,0,1,NA,0,0,0,0,0,1,0,0,1,NA,0,0
"1169",506,87,NA,9,1,0,1,NA,0,0,0,0,0,0,1,0,1,NA,0,NA
"1170",512,81,NA,12,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"1171",512,82,NA,12,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,0,0
"1172",512,83,9025.0498046875,12,0,1,1,9.10775947570801,0,0,1,0,0,0,0,1,0,9.08229637145996,0,1
"1173",512,84,NA,12,1,0,1,NA,0,0,0,1,0,0,0,0,1,NA,1,1
"1174",512,85,8798.150390625,12,1,0,1,9.08229637145996,0,0,0,0,1,0,0,1,1,NA,0,1
"1175",512,86,8968.919921875,12,2,0,1,9.10152053833008,0,0,0,0,0,1,0,1,4,8.97206783294678,1,0
"1176",512,87,7879.8798828125,12,3,0,1,8.97206783294678,0,0,0,0,0,0,1,1,9,9.10775947570801,1,NA
"1177",516,81,NA,12,0,0,1,NA,1,0,0,0,0,0,0,0,0,NA,NA,0
"1178",516,82,NA,12,0,0,1,NA,0,1,0,0,0,0,0,0,0,NA,1,1
"1179",516,83,NA,12,0,0,1,NA,0,0,1,0,0,0,0,0,0,NA,0,0
"1180",516,84,10933.9404296875,12,0,0,1,9.29962730407715,0,0,0,1,0,0,0,1,0,9.15306282043457,1,1
