"","kidcount","morekids","boys2","girls2","boy1st","boy2nd","samesex","multi2nd","age","agefstm","black","hispan","worked","weeks","hours","labinc","faminc","nonmomi","educ"
"8889",4,1,0,1,0,0,1,0,32,18,1,0,0,0,0,0,38.0579986572266,38.0579986572266,11
"8890",2,0,0,0,1,0,0,0,32,18,1,0,1,38,40,18.9030513763428,36.9664421081543,18.0633811950684,12
"8891",2,0,0,1,0,0,1,0,34,29,0,1,0,0,0,0,44.0931282043457,44.0931282043457,6
"8892",2,0,0,0,1,0,0,0,31,25,1,0,1,48,40,23.1433811187744,60.5191612243652,37.3757820129395,13
"8893",3,1,0,0,0,1,0,0,29,24,1,0,0,0,0,0,46.192310333252,46.192310333252,16
"8894",4,1,0,0,0,1,0,0,33,23,1,0,1,52,30,29.3989200592041,69.9444351196289,40.5455322265625,16
"8895",5,1,1,0,1,1,1,0,28,15,1,0,0,0,0,0,52.4898071289062,52.4898071289062,9
"8896",2,0,0,1,0,0,1,0,26,18,1,0,1,52,40,15.7543001174927,57.6642799377441,41.9099998474121,12
"8897",4,1,0,0,1,0,0,0,27,17,1,0,1,40,40,18.9030513763428,31.5085906982422,12.6055307388306,11
"8898",2,0,1,0,1,1,1,0,33,20,1,0,1,40,40,2.52950000762939,61.1804084777832,58.6509094238281,16
"8899",2,0,0,0,1,0,0,0,30,23,1,0,1,50,40,21.0022201538086,66.7326889038086,45.73046875,12
"8900",2,0,0,0,1,0,0,0,28,18,0,1,1,16,25,2.00470995903015,34.1430320739746,32.1383399963379,10
"8901",4,1,0,1,0,0,1,0,35,17,0,1,1,18,40,9.4567699432373,85.3103790283203,75.853630065918,9
"8902",2,0,0,0,0,1,0,0,27,23,1,0,0,0,0,0,39.4539413452148,39.4539413452148,13
"8903",2,0,0,0,1,0,0,0,35,21,1,0,1,8,40,1.08106994628906,119.988746643066,118.90763092041,15
"8904",3,1,0,0,0,1,0,0,33,24,1,0,1,28,40,29.3989200592041,62.9961929321289,33.5972518920898,16
"8905",3,1,0,0,1,0,0,0,35,23,1,0,0,0,0,0,36.0323104858398,36.0323104858398,12
"8906",3,1,1,0,1,1,1,0,33,19,1,0,1,50,40,10.5063600540161,35.7069396972656,25.2005805969238,12
"8907",3,1,0,1,0,0,1,0,28,17,1,0,1,52,40,22.7025508880615,46.5176620483398,23.8151092529297,12
"8908",2,0,0,0,1,0,0,0,32,25,0,1,0,0,0,0,33.5972518920898,33.5972518920898,14
"8909",4,1,1,0,1,1,1,0,34,22,1,0,0,0,0,0,44.0931282043457,44.0931282043457,12
"8910",2,0,0,0,0,1,0,0,31,19,1,0,1,52,24,27.2997493743896,106.99488067627,79.6950607299805,12
"8911",4,1,0,0,1,0,0,0,27,22,1,0,0,0,0,0,12.6055307388306,12.6055307388306,12
"8912",2,0,0,1,0,0,1,0,22,18,1,0,1,32,35,5.88818025588989,17.0243015289307,11.1361103057861,12
"8913",2,0,0,0,1,0,0,0,29,23,1,0,0,0,0,0,8.13430023193359,8.13430023193359,12
"8914",2,0,1,0,1,1,1,0,29,19,1,0,1,20,40,15.3764505386353,29.5773391723633,14.2009105682373,12
"8915",3,1,0,0,1,0,0,0,35,18,1,0,1,52,40,13.6551198959351,29.839750289917,16.1846294403076,9
"8916",3,1,0,1,0,0,1,0,33,23,1,0,1,50,40,12.1857004165649,24.3713912963867,12.1857004165649,12
"8917",2,0,0,0,1,0,0,0,35,22,1,0,0,0,0,0,39.8947830200195,39.8947830200195,12
"8918",3,1,1,0,1,1,1,0,27,20,0,1,1,40,40,8.40719032287598,39.9052810668945,31.4980907440186,11
"8919",2,0,1,0,1,1,1,0,31,18,1,0,0,0,0,0,35.6964416503906,35.6964416503906,12
"8920",4,1,0,0,0,1,0,1,30,16,1,0,1,35,40,23.8570899963379,49.9078407287598,26.0507297515869,7
"8921",2,0,0,1,0,0,1,0,31,16,0,1,1,23,40,7.14768028259277,53.3400001525879,46.192310333252,12
"8922",2,0,0,0,0,1,0,0,27,17,1,0,0,0,0,0,50.3906593322754,50.3906593322754,13
"8923",3,1,0,1,0,0,1,0,30,19,1,0,1,44,40,16.8038806915283,60.9495010375977,44.1455917358398,12
"8924",2,0,1,0,1,1,1,0,32,28,1,0,0,0,0,0,50.5165901184082,50.5165901184082,14
"8925",3,1,1,0,1,1,1,0,24,16,1,0,1,52,40,7.35760021209717,28.3598308563232,21.0022201538086,10
"8926",2,0,1,0,1,1,1,0,32,26,0,1,0,0,0,0,52.4898071289062,52.4898071289062,15
"8927",2,0,0,1,0,0,1,0,34,29,0,1,0,0,0,0,68.2441329956055,68.2441329956055,16
"8928",2,0,0,1,0,0,1,0,28,19,1,0,1,36,35,7.56752014160156,45.7829704284668,38.2154426574707,12
"8929",5,1,0,1,0,0,1,0,31,21,0,1,1,20,40,4.20883989334106,10.5168600082397,6.30802011489868,5
"8930",2,0,0,0,1,0,0,0,34,24,0,1,1,52,35,10.5063600540161,13.035870552063,2.52950000762939,10
"8931",2,0,0,0,1,0,0,0,30,22,0,1,1,52,40,22.9334697723389,41.0073394775391,18.073881149292,12
"8932",2,0,0,0,1,0,0,0,32,19,1,0,1,52,40,21.0022201538086,98.6821365356445,77.6798858642578,13
"8933",2,0,0,0,0,1,0,0,35,24,0,1,1,52,40,23.101390838623,52.5003089904785,29.3989200592041,12
"8934",2,0,1,0,1,1,1,0,23,17,1,0,0,0,0,0,2.74991989135742,2.74991989135742,11
"8935",3,1,0,1,0,0,1,0,34,22,1,0,1,27,40,8.40719032287598,39.9052810668945,31.4980907440186,12
"8936",2,0,1,0,1,1,1,0,32,17,1,0,1,50,40,16.8038806915283,58.7978401184082,41.9939422607422,12
"8937",2,0,1,0,1,1,1,0,29,23,0,1,1,24,18,1.52190005779266,45.6255302429199,44.103630065918,13
"8938",2,0,0,1,0,0,1,0,33,28,1,0,1,45,30,8.30223083496094,25.7778396606445,17.4756088256836,8
"8939",2,0,1,0,1,1,1,0,34,22,0,1,0,0,0,0,23.1118907928467,23.1118907928467,10
"8940",2,0,1,0,1,1,1,0,31,22,0,1,0,0,0,0,18.9030513763428,18.9030513763428,12
"8941",2,0,0,0,0,1,0,0,28,21,0,1,0,0,0,0,9.07892036437988,9.07892036437988,6
"8942",2,0,0,0,1,0,0,0,23,18,1,0,1,52,40,15.1245403289795,36.1267509460449,21.0022201538086,12
"8943",2,0,0,0,0,1,0,0,34,19,0,1,0,0,0,0,36.2737197875977,36.2737197875977,6
"8944",3,1,1,0,1,1,1,0,27,18,0,1,0,0,0,0,18.7036304473877,18.7036304473877,9
"8945",2,0,0,1,0,0,1,0,32,20,0,1,0,0,0,0,13.4451999664307,13.4451999664307,12
"8946",2,0,1,0,1,1,1,0,35,27,1,0,1,52,40,31.6660289764404,56.8665885925293,25.2005805969238,14
"8947",4,1,0,0,1,0,0,0,29,17,1,0,0,0,0,0,18.9030513763428,18.9030513763428,13
"8948",2,0,0,0,1,0,0,0,29,22,0,1,1,52,45,27.2997493743896,28.1604099273682,0.860659956932068,14
"8949",2,0,0,1,0,0,1,0,28,22,0,1,1,52,40,15.92223072052,34.8252830505371,18.9030513763428,12
"8950",3,1,0,0,1,0,0,0,30,21,0,1,0,0,0,0,92.3741302490234,92.3741302490234,12
"8951",2,0,0,1,0,0,1,0,23,20,1,0,0,0,0,0,44.0931282043457,44.0931282043457,12
"8952",2,0,0,0,0,1,0,0,31,20,1,0,0,0,0,0,25.2005805969238,25.2005805969238,12
"8953",2,0,0,0,0,1,0,0,27,19,1,0,1,27,40,6.30802011489868,37.8060913085938,31.4980907440186,13
"8954",3,1,0,1,0,0,1,0,29,17,0,1,0,0,0,0,23.101390838623,23.101390838623,7
"8955",2,0,0,0,0,1,0,0,34,25,1,0,1,50,40,15.7543001174927,55.6490592956543,39.8947830200195,12
"8956",5,1,0,0,1,0,0,0,23,18,1,0,0,0,0,0,38.9186592102051,38.9186592102051,12
"8957",2,0,1,0,1,1,1,0,33,16,1,0,1,52,40,28.3493309020996,31.0887508392334,2.73941993713379,10
"8958",4,1,0,1,0,0,1,0,25,20,1,0,1,4,40,0.955119967460632,38.5618095397949,37.6066932678223,12
"8959",4,1,0,0,1,0,0,0,35,18,1,0,0,0,0,0,25.2005805969238,25.2005805969238,9
"8960",3,1,1,0,1,1,1,0,25,19,1,0,1,52,40,16.8038806915283,33.6077499389648,16.8038806915283,12
"8961",2,0,1,0,1,1,1,0,32,22,0,1,0,0,0,0,23.153881072998,23.153881072998,14
"8962",2,0,0,0,1,0,0,0,30,19,1,0,1,40,40,10.9261999130249,44.7753410339355,33.8491592407227,13
"8963",5,1,0,1,0,0,1,0,31,19,1,0,0,0,0,0,23.101390838623,23.101390838623,12
"8964",4,1,0,0,1,0,0,0,34,18,1,0,1,52,9,0.199420005083084,0.199420005083084,0,12
"8965",2,0,0,0,0,1,0,0,29,17,1,0,1,48,32,17.013801574707,48.9422187805176,31.9284191131592,10
"8966",2,0,1,0,1,1,1,0,33,19,1,0,0,0,0,0,52.5003089904785,52.5003089904785,12
"8967",2,0,0,1,0,0,1,0,34,19,1,0,1,48,40,12.6055307388306,38.5618095397949,25.9562702178955,13
"8968",3,1,0,1,0,0,1,0,32,22,1,0,1,52,40,27.2997493743896,54.5994987487793,27.2997493743896,12
"8969",2,0,0,1,0,0,1,0,32,22,1,0,0,0,0,0,31.4980907440186,31.4980907440186,20
"8970",2,0,0,0,1,0,0,0,32,19,1,0,1,52,35,18.4202308654785,67.2470016479492,48.8267517089844,13
"8971",2,0,0,0,1,0,0,0,30,24,1,0,0,0,0,0,75.5806884765625,75.5806884765625,14
"8972",2,0,0,0,0,1,0,0,30,23,1,0,1,49,40,27.2997493743896,74.1637496948242,46.8640327453613,12
"8973",2,0,0,0,0,1,0,0,27,21,1,0,0,0,0,0,21.0022201538086,21.0022201538086,10
"8974",2,0,0,0,1,0,0,0,23,18,1,0,0,0,0,0,27.2997493743896,27.2997493743896,11
"8975",2,0,0,1,0,0,1,0,23,18,1,0,0,0,0,0,29.199499130249,29.199499130249,11
"8976",4,1,1,0,1,1,1,0,28,20,1,0,1,48,40,19.574779510498,19.574779510498,0,15
"8977",3,1,1,0,1,1,1,0,31,24,1,0,0,0,0,0,22.9334697723389,22.9334697723389,13
"8978",3,1,0,1,0,0,1,0,30,19,1,0,1,52,40,111.350631713867,154.667007446289,43.3164405822754,12
"8979",2,0,1,0,1,1,1,0,33,18,1,0,1,40,40,58.7873382568359,103.856559753418,45.0692481994629,12
"8980",2,0,0,0,0,1,0,0,28,23,1,0,1,52,40,31.3721408843994,72.9462509155273,41.5741271972656,16
"8981",3,1,0,0,1,0,0,0,27,20,1,0,1,41,40,10.5063600540161,52.5003089904785,41.9939422607422,14
"8982",2,0,0,0,1,0,0,0,33,19,1,0,1,52,40,26.1032199859619,76.4308853149414,50.3276596069336,12
"8983",5,1,0,1,0,0,1,0,34,18,1,0,1,52,40,14.7047004699707,56.6986618041992,41.9939422607422,12
"8984",2,0,1,0,1,1,1,0,33,22,1,0,1,40,40,31.4770889282227,54.7884101867676,23.3113098144531,16
"8985",2,0,0,0,0,1,0,0,30,21,1,0,1,52,40,16.8038806915283,31.5085906982422,14.7047004699707,11
"8986",3,1,1,0,1,1,1,0,33,16,1,0,1,52,40,29.4828910827637,77.4489974975586,47.9660911560059,8
"8987",3,1,0,0,0,1,0,0,35,22,1,0,1,52,48,20.7503299713135,66.9321365356445,46.1818084716797,9
"8988",2,0,0,0,0,1,0,0,32,26,1,0,1,52,40,21.0022201538086,46.2027816772461,25.2005805969238,13
"8989",3,1,1,0,1,1,1,0,32,15,1,0,1,52,40,18.9030513763428,48.0185890197754,29.1155300140381,9
"8990",3,1,0,0,0,1,0,0,23,19,1,0,1,3,40,0.220410004258156,8.09230995178223,7.87190008163452,13
"8991",2,0,1,0,1,1,1,0,28,17,1,0,1,52,40,8.40719032287598,33.6077499389648,25.2005805969238,11
"8992",2,0,0,0,0,1,0,0,32,18,1,0,1,52,40,32.7575912475586,47.8926277160645,15.1350402832031,12
"8993",5,1,0,1,0,0,1,0,24,16,1,0,1,5,50,0,18.6826400756836,18.6826400756836,12
"8994",2,0,0,0,0,1,0,0,33,21,1,0,1,46,40,12.6055307388306,35.979808807373,23.3743000030518,13
"8995",2,0,1,0,1,1,1,0,29,20,1,0,0,0,0,0,35.6964416503906,35.6964416503906,16
"8996",3,1,1,0,1,1,1,0,25,19,1,0,1,24,40,4.20883989334106,37.8060913085938,33.5972518920898,12
"8997",2,0,0,0,1,0,0,0,27,20,1,0,1,52,40,18.9030513763428,33.1984100341797,14.2953701019287,12
"8998",2,0,0,1,0,0,1,0,23,15,1,0,1,52,40,8.40719032287598,21.0127201080322,12.6055307388306,12
"8999",2,0,1,0,1,1,1,0,23,17,1,0,1,16,32,5.72025012969971,24.2874393463135,18.5671901702881,10
"9000",2,0,0,0,0,1,0,0,27,19,1,0,1,18,28,6.30802011489868,48.3019676208496,41.9939422607422,12
"9001",2,0,0,0,1,0,0,0,32,19,1,0,1,52,40,25.2005805969238,56.6986618041992,31.4980907440186,16
"9002",4,1,0,0,0,1,0,0,29,16,1,0,0,0,0,0,37.7955894470215,37.7955894470215,10
"9003",5,1,0,1,0,0,1,0,33,18,1,0,1,48,35,10.5063600540161,21.0127201080322,10.5063600540161,12
"9004",3,1,1,0,1,1,1,0,33,23,1,0,1,52,30,6.30802011489868,27.310230255127,21.0022201538086,12
"9005",2,0,0,0,1,0,0,0,30,19,1,0,1,52,40,31.2881698608398,50.8839416503906,19.5957794189453,12
"9006",4,1,0,0,1,0,0,0,33,18,1,0,1,29,30,25.095609664917,48.0920600891113,22.9964389801025,16
"9007",2,0,1,0,1,1,1,0,26,21,1,0,1,52,8,11.9757804870605,33.8071899414062,21.8313903808594,12
"9008",2,0,0,0,0,1,0,0,35,20,1,0,1,38,30,11.9757804870605,49.5614700317383,37.5856895446777,13
"9009",3,1,1,0,1,1,1,0,30,16,1,0,1,52,40,11.7658700942993,24.3713912963867,12.6055307388306,9
"9010",2,0,1,0,1,1,1,0,31,26,1,0,1,42,40,16.761890411377,24.2454490661621,7.48354959487915,14
"9011",3,1,0,1,0,0,1,0,35,19,1,0,0,0,0,0,10.2754497528076,10.2754497528076,10
"9012",2,0,0,1,0,0,1,0,32,21,1,0,1,52,30,14.7047004699707,31.5085906982422,16.8038806915283,12
"9013",2,0,0,0,0,1,0,0,35,25,1,0,1,40,7,18.2733001708984,70.7631301879883,52.4898071289062,16
"9014",3,1,0,0,0,1,0,0,34,18,1,0,1,52,40,21.1701602935791,49.4040298461914,28.2338809967041,12
"9015",2,0,0,1,0,0,1,0,27,20,0,1,1,52,40,19.931640625,40.4300575256348,20.498420715332,13
"9016",2,0,1,0,1,1,1,0,28,20,0,1,0,0,0,0,45.4050903320312,45.4050903320312,12
"9017",2,0,1,0,1,1,1,0,31,19,1,0,1,32,40,21.6319713592529,60.9075012207031,39.2755317687988,17
"9018",2,0,0,0,0,1,0,0,26,18,1,0,1,52,40,16.8878402709961,84.8380661010742,67.9501876831055,13
"9019",3,1,0,0,0,1,0,0,33,18,1,0,1,52,40,26.3341312408447,62.6183395385742,36.2841911315918,12
"9020",4,1,0,1,0,0,1,0,31,18,1,0,1,32,30,4.96454000473022,19.1444492340088,14.1799097061157,6
"9021",2,0,1,0,1,1,1,0,35,20,1,0,1,52,40,44.0931282043457,60.8969993591309,16.8038806915283,13
"9022",3,1,0,1,0,0,1,0,31,19,1,0,1,52,45,83.9878845214844,117.186309814453,62.597339630127,14
"9023",3,1,0,0,1,0,0,1,28,17,1,0,0,0,0,0,31.4980907440186,31.4980907440186,12
"9024",2,0,1,0,1,1,1,0,22,19,1,0,1,24,40,8.40719032287598,16.814380645752,8.40719032287598,12
"9025",4,1,0,0,1,0,0,0,33,26,1,0,1,36,40,35.6964416503906,76.8716888427734,41.1752815246582,18
"9026",2,0,0,0,1,0,0,0,30,22,1,0,1,52,40,41.9939422607422,83.9878845214844,41.9939422607422,16
"9027",3,1,0,1,0,0,1,0,29,18,1,0,1,52,40,22.0518112182617,68.2441329956055,46.192310333252,14
"9028",5,1,0,0,0,1,0,0,23,16,1,0,1,26,40,0.640250027179718,11.1466102600098,10.5063600540161,10
"9029",3,1,0,1,0,0,1,0,35,19,1,0,1,36,40,24.6128005981445,63.9723091125488,39.3595008850098,17
"9030",3,1,0,1,0,0,1,0,34,24,1,0,0,0,0,0,27.4676704406738,27.4676704406738,12
"9031",2,0,0,0,1,0,0,0,29,15,1,0,1,52,32,10.2964506149292,47.7666931152344,37.4702186584473,12
"9032",2,0,0,1,0,0,1,0,33,22,1,0,0,0,0,0,37.7955894470215,37.7955894470215,12
"9033",3,1,0,1,0,0,1,0,35,18,1,0,1,38,40,12.6055307388306,39.9052810668945,27.2997493743896,12
"9034",2,0,0,1,0,0,1,0,33,18,0,1,0,0,0,0,7.15818023681641,7.15818023681641,12
"9035",4,1,0,0,1,0,0,0,34,22,1,0,1,36,40,21.0022201538086,65.8300628662109,44.8278388977051,20
"9036",2,0,1,0,1,1,1,0,29,19,1,0,1,52,40,27.5936317443848,53.256031036377,25.662389755249,12
"9037",3,1,1,0,1,1,1,0,34,23,1,0,1,44,40,26.6700000762939,58.8083381652832,32.1383399963379,17
"9038",2,0,0,0,1,0,0,0,27,16,1,0,1,52,40,10.5063600540161,27.310230255127,16.8038806915283,12
"9039",2,0,1,0,1,1,1,0,28,18,1,0,1,50,40,13.6551198959351,46.6646270751953,33.0094985961914,8
"9040",2,0,0,0,1,0,0,0,34,20,1,0,1,52,40,28.5592498779297,64.2766876220703,35.7174415588379,17
"9041",2,0,1,0,1,1,1,0,27,20,1,0,0,0,0,0,12.5635499954224,12.5635499954224,12
"9042",3,1,0,0,0,1,0,0,29,17,1,0,1,40,40,21.2541313171387,57.5803070068359,36.3261909484863,12
"9043",2,0,1,0,1,1,1,0,34,20,1,0,1,52,6,12.521559715271,57.4333801269531,44.911808013916,12
"9044",2,0,0,1,0,0,1,0,28,19,1,0,1,52,48,8.575119972229,35.8748779296875,27.2997493743896,12
"9045",4,1,1,0,1,1,1,0,35,20,1,0,1,52,40,12.6055307388306,23.1118907928467,10.5063600540161,10
"9046",2,0,0,0,1,0,0,0,27,19,1,0,1,45,40,27.4046993255615,44.7333793640137,17.328670501709,10
"9047",3,1,0,1,0,0,1,0,26,17,1,0,1,36,39,8.40719032287598,35.7069396972656,27.2997493743896,12
"9048",2,0,0,1,0,0,1,0,27,16,1,0,1,40,9,21.0022201538086,48.3019676208496,27.2997493743896,10
"9049",2,0,0,0,1,0,0,0,29,23,1,0,1,36,40,23.101390838623,33.6077499389648,10.5063600540161,16
"9050",4,1,0,0,1,0,0,0,27,17,1,0,0,0,0,0,22.0518112182617,22.0518112182617,12
"9051",2,0,0,0,1,0,0,0,22,16,1,0,1,48,60,6.30802011489868,23.5422210693359,17.2341995239258,11
"9052",2,0,1,0,1,1,1,0,32,22,1,0,0,0,0,0,55.5441284179688,55.5441284179688,12
"9053",2,0,0,1,0,0,1,0,24,18,1,0,1,52,40,11.5559501647949,55.6490592956543,44.0931282043457,11
"9054",3,1,0,0,1,0,0,0,35,21,1,0,1,52,40,21.0022201538086,50.4011611938477,29.3989200592041,12
"9055",2,0,0,0,0,1,0,0,22,18,1,0,0,0,0,0,5.7832202911377,5.7832202911377,12
"9056",2,0,0,0,1,0,0,0,35,20,1,0,1,26,40,6.30802011489868,12.6160306930542,6.30802011489868,7
"9057",3,1,0,0,0,1,0,0,35,25,1,0,1,49,40,27.2997493743896,58.9132804870605,31.6135501861572,16
"9058",2,0,0,1,0,0,1,0,31,20,1,0,1,20,35,14.7047004699707,46.2027816772461,31.4980907440186,16
"9059",3,1,0,0,1,0,0,0,32,16,1,0,1,52,40,16.8038806915283,37.8060913085938,21.0022201538086,11
"9060",2,0,0,1,0,0,1,0,29,16,1,0,1,48,40,25.2005805969238,53.0355911254883,27.8350296020508,11
"9061",2,0,0,0,1,0,0,0,26,18,1,0,0,0,0,0,10.5063600540161,10.5063600540161,10
"9062",2,0,0,0,0,1,0,0,24,18,0,1,0,0,0,0,7.12668991088867,7.12668991088867,9
"9063",2,0,0,0,1,0,0,0,27,21,1,0,1,10,45,0.59825998544693,38.1524696350098,37.5541915893555,16
"9064",2,0,0,1,0,0,1,0,28,20,1,0,1,50,20,1.39594995975494,19.9631309509277,18.5671901702881,11
"9065",3,1,0,0,0,1,0,0,26,17,1,0,1,48,16,8.40719032287598,65.0953369140625,56.688159942627,12
"9066",2,0,1,0,1,1,1,0,28,19,0,1,1,52,30,41.9939422607422,125.981880187988,83.9878845214844,12
"9067",3,1,1,0,1,1,1,0,30,18,0,1,1,50,40,19.9526405334473,35.7069396972656,15.7543001174927,14
"9068",2,0,1,0,1,1,1,0,31,26,1,0,1,52,40,39.8947830200195,88.1862487792969,48.2914695739746,16
"9069",3,1,1,0,1,1,1,0,35,21,1,0,0,0,0,0,57.0450325012207,57.0450325012207,9
"9070",5,1,0,0,1,0,0,0,31,16,1,0,1,20,20,2.10966992378235,52.3743782043457,50.2646903991699,8
"9071",2,0,0,1,0,0,1,0,30,25,1,0,1,24,36,4.54471015930176,27.2262687683105,22.6815605163574,15
"9072",2,0,0,0,1,0,0,0,35,21,1,0,1,52,32,9.4567699432373,72.4424362182617,62.9856910705566,12
"9073",3,1,0,0,1,0,0,0,34,27,1,0,1,39,40,34.667839050293,85.6882476806641,51.0204086303711,17
"9074",5,1,0,1,0,0,1,1,29,15,1,0,1,52,40,12.6055307388306,69.2936859130859,56.688159942627,12
"9075",3,1,0,0,0,1,0,0,31,18,1,0,1,52,50,27.2997493743896,69.2936859130859,41.9939422607422,11
"9076",2,0,0,0,1,0,0,0,30,22,1,0,0,0,0,0,31.4980907440186,31.4980907440186,8
"9077",2,0,0,0,1,0,0,0,30,19,1,0,1,30,30,18.073881149292,30.6794109344482,17.0243015289307,12
"9078",3,1,0,0,0,1,0,0,33,20,1,0,1,30,20,8.40719032287598,25.0011596679688,16.5939483642578,12
"9079",2,0,0,0,0,1,0,0,34,17,0,1,1,52,40,15.7543001174927,50.5270881652832,34.7727813720703,9
"9080",2,0,0,0,0,1,0,0,30,20,1,0,1,52,25,6.30802011489868,30.6899108886719,24.3818912506104,12
"9081",2,0,0,0,1,0,0,0,35,19,0,1,1,20,40,4.83858966827393,24.1719703674316,19.333381652832,12
"9082",2,0,0,0,1,0,0,0,32,21,0,1,1,52,40,23.101390838623,69.692497253418,46.5911598205566,12
"9083",2,0,0,1,0,0,1,0,25,17,0,1,0,0,0,0,52.4898071289062,52.4898071289062,14
"9084",4,1,0,0,0,1,0,0,31,18,1,0,0,0,0,0,23.101390838623,23.101390838623,12
"9085",4,1,1,0,1,1,1,0,33,19,0,1,0,0,0,0,25.7358589172363,25.7358589172363,13
"9086",3,1,0,0,1,0,0,0,34,21,0,1,1,52,40,18.5671901702881,65.8090591430664,47.2418785095215,15
"9087",2,0,1,0,1,1,1,0,21,17,0,1,1,2,40,3.7890100479126,26.8904094696045,23.101390838623,10
"9088",4,1,0,1,0,0,1,0,33,19,0,1,1,12,35,2.52950000762939,20.3829708099365,17.8534698486328,10
"9089",3,1,0,0,1,0,0,0,25,17,0,1,1,26,40,4.20883989334106,29.4094104766846,25.2005805969238,12
"9090",2,0,0,0,1,0,0,0,29,23,0,1,0,0,0,0,14.7047004699707,14.7047004699707,7
"9091",4,1,0,0,0,1,0,0,26,19,0,1,0,0,0,0,24.1719703674316,24.1719703674316,7
"9092",4,1,0,1,0,0,1,0,26,16,0,1,0,0,0,0,1.10206997394562,1.10206997394562,8
"9093",5,1,0,0,1,0,0,0,32,19,1,0,1,52,40,16.8038806915283,42.0044403076172,25.2005805969238,12
"9094",2,0,0,0,1,0,0,0,35,24,1,0,0,0,0,0,1.23851001262665,1.23851001262665,11
"9095",2,0,0,0,1,0,0,0,34,18,1,0,1,52,43,58.7873382568359,124.292060852051,65.5046920776367,17
"9096",2,0,0,1,0,0,1,0,21,16,1,0,0,0,0,0,31.4980907440186,31.4980907440186,10
"9097",2,0,0,0,1,0,0,0,33,24,1,0,1,52,38,27.2997493743896,50.5375900268555,23.2378406524658,15
"9098",2,0,0,1,0,0,1,0,26,19,0,1,1,52,57,31.4980907440186,50.4011611938477,18.9030513763428,13
"9099",4,1,0,0,0,1,0,0,34,22,0,1,0,0,0,0,42.1199111938477,42.1199111938477,9
"9100",3,1,1,0,1,1,1,0,27,19,0,1,0,0,0,0,56.6251907348633,56.6251907348633,6
"9101",2,0,0,0,1,0,0,0,35,20,0,1,1,52,40,18.9030513763428,62.9961929321289,44.0931282043457,8
"9102",3,1,0,0,0,1,0,0,28,21,0,1,0,0,0,0,69.2831878662109,69.2831878662109,12
"9103",4,1,0,0,0,1,0,0,34,19,1,0,1,32,40,12.6055307388306,54.5994987487793,41.9939422607422,12
"9104",4,1,1,0,1,1,1,0,33,22,0,1,0,0,0,0,35.6964416503906,35.6964416503906,13
"9105",3,1,1,0,1,1,1,0,24,16,0,1,1,4,99,0.640250027179718,46.8325309753418,46.8325309753418,8
"9106",3,1,0,1,0,0,1,0,33,20,1,0,0,0,0,0,27.2997493743896,27.2997493743896,8
"9107",3,1,1,0,1,1,1,0,28,20,0,1,1,12,32,2.23562002182007,19.0394992828369,16.8038806915283,4
"9108",2,0,1,0,1,1,1,0,32,22,0,1,1,15,30,5.25843000411987,43.0540313720703,37.7955894470215,15
"9109",2,0,0,1,0,0,1,0,29,20,0,1,0,0,0,0,41.5846290588379,41.5846290588379,12
"9110",2,0,0,0,1,0,0,0,32,23,0,1,0,0,0,0,51.4192504882812,51.4192504882812,12
"9111",2,0,0,0,1,0,0,0,30,19,0,1,0,0,0,0,12.6055307388306,12.6055307388306,10
"9112",4,1,1,0,1,1,1,0,27,17,0,1,0,0,0,0,16.3840503692627,16.3840503692627,6
"9113",3,1,0,0,0,1,0,0,26,17,0,1,1,33,40,8.40719032287598,29.4094104766846,21.0022201538086,7
"9114",4,1,0,0,1,0,0,0,33,18,0,1,1,14,30,3.2852098941803,46.0768394470215,42.7916297912598,9
"9115",3,1,0,0,0,1,0,0,24,18,0,1,1,52,38,10.5063600540161,27.310230255127,16.8038806915283,12
"9116",2,0,1,0,1,1,1,0,28,21,0,1,0,0,0,0,52.4898071289062,52.4898071289062,12
"9117",3,1,0,0,0,1,0,0,30,18,0,1,0,0,0,0,18.9030513763428,18.9030513763428,9
"9118",4,1,1,0,1,1,1,0,32,17,0,1,1,52,40,9.20487976074219,23.4057788848877,14.2009105682373,9
"9119",3,1,1,0,1,1,1,0,25,17,0,1,1,52,25,8.40719032287598,18.9135513305664,10.5063600540161,7
"9120",2,0,0,0,1,0,0,0,24,18,0,1,1,12,40,0.4723100066185,18.7456092834473,18.2733001708984,12
"9121",2,0,0,0,1,0,0,0,35,28,0,1,0,0,0,0,66.4913101196289,66.4913101196289,13
"9122",3,1,0,1,0,0,1,0,30,22,0,1,0,0,0,0,14.9670991897583,14.9670991897583,12
"9123",4,1,0,1,0,0,1,0,27,17,0,1,1,45,40,9.036940574646,38.4358406066895,29.3989200592041,13
"9124",4,1,0,0,1,0,0,0,34,18,0,1,0,0,0,0,8.40719032287598,8.40719032287598,6
"9125",2,0,0,1,0,0,1,0,30,25,0,1,0,0,0,0,31.0887508392334,31.0887508392334,14
"9126",6,1,0,0,0,1,0,0,35,19,0,1,0,0,0,0,9.036940574646,9.036940574646,2
"9127",5,1,0,1,0,0,1,0,31,17,0,1,1,20,40,6.30802011489868,21.0232200622559,14.7152004241943,3
"9128",4,1,0,1,0,0,1,0,22,15,0,1,0,0,0,0,10.5063600540161,10.5063600540161,8
"9129",3,1,0,0,0,1,0,0,33,20,0,1,0,0,0,0,29.3989200592041,29.3989200592041,7
