"","term","sat","tothrs","cumgpa","major","season","frstsem","crsgpa","crspop","verbmath","trmgpa","hssize","race","hsrank","sport","id","spring","female","black","white","ctrmgpa","ctothrs","ccrsgpa","ccrspop","cseason","hsperc"
"140",8901,1110,46,2.67000007629395,665,1,0,2.77509999275208,377.600006103516,0.790319979190826,3,4,6,2,"swim",2470,1,1,0,1,0.309999942779541,16,0.0281999111175537,-12.1999816894531,0,50
"141",8808,1090,84,2.41000008583069,675,1,0,2.85989999771118,146.600006103516,0.847459971904755,2.20000004768372,320,6,55,"vball",2487,0,1,0,1,NA,NA,NA,NA,NA,17.1875
"142",8901,1090,99,2.38000011444092,675,0,0,2.98070001602173,125.400001525879,0.847459971904755,2.79999995231628,320,6,55,"vball",2487,1,1,0,1,0.599999904632568,15,0.120800018310547,-21.2000045776367,-1,17.1875
"143",8808,1170,55,3.26999998092651,334,0,0,2.69939994812012,729,0.746270000934601,3.32999992370605,470,6,127,"baseball",2532,0,0,0,1,NA,NA,NA,NA,NA,27.021276473999
"144",8901,1170,73,3.27999997138977,334,1,0,2.76270008087158,417.5,0.746270000934601,3.32999992370605,470,6,127,"baseball",2532,1,0,0,1,0,18,0.0633001327514648,-311.5,1,27.021276473999
"145",8808,760,28,2.75,660,1,0,2.98440003395081,736.799987792969,0.94871997833252,3.44000005722046,670,5,71,"soccer",2583,0,0,0,0,NA,NA,NA,NA,NA,10.5970153808594
"146",8901,760,44,3,660,0,0,2.77340006828308,838,0.94871997833252,3.20000004768372,670,5,71,"soccer",2583,1,0,0,0,-0.240000009536743,16,-0.210999965667725,101.200012207031,-1,10.5970153808594
"147",8808,780,0,0,601,1,1,2.75760006904602,1282.82995605469,0.902440011501312,2.88000011444092,654,5,81,"vball",2586,0,1,0,0,NA,NA,NA,NA,NA,12.3853206634521
"148",8901,780,14,2.84999990463257,308,0,0,2.89910006523132,994.830017089844,0.902440011501312,2.64000010490417,654,5,81,"vball",2586,1,1,0,0,-0.240000009536743,14,0.141499996185303,-287.999938964844,-1,12.3853206634521
"149",8808,670,111,2.00999999046326,344,1,0,2.64529991149902,551.5,0.810810029506683,1.5,277,2,61,"football",2736,0,0,1,0,NA,NA,NA,NA,NA,22.0216598510742
"150",8901,670,123,1.96000003814697,344,0,0,2.51110005378723,1161,0.810810029506683,0,277,2,61,"football",2736,1,0,1,0,-1.5,12,-0.134199857711792,609.5,-1,22.0216598510742
"151",8808,870,55,2.21000003814697,531,1,0,2.83179998397827,513.25,0.891300022602081,2.25,462,6,236,"wrestlin",2765,0,0,0,1,NA,NA,NA,NA,NA,51.0822525024414
"152",8901,870,67,2.22000002861023,531,0,0,2.73510003089905,689,0.891300022602081,1.75,462,6,236,"wrestlin",2765,1,0,0,1,-0.5,12,-0.0966999530792236,175.75,-1,51.0822525024414
"153",8808,850,52,1.98000001907349,531,1,0,2.67989993095398,955,0.770829975605011,1.33000004291534,401,6,45,"football",2902,0,0,0,1,NA,NA,NA,NA,NA,11.22194480896
"154",8901,850,61,1.87999999523163,531,0,0,2.77620005607605,763.200012207031,0.770829975605011,1.63999998569489,401,6,45,"football",2902,1,0,0,1,0.309999942779541,9,0.0963001251220703,-191.799987792969,-1,11.22194480896
"155",8808,790,57,1.94000005722046,660,0,0,2.65140008926392,660.599975585938,0.680850028991699,1.57000005245209,403,6,193,"tennis",2931,0,0,0,1,NA,NA,NA,NA,NA,47.8908195495605
"156",8901,790,71,1.87000000476837,660,1,0,3.00239992141724,313,0.680850028991699,2.75,403,6,193,"tennis",2931,1,0,0,1,1.17999994754791,14,0.35099983215332,-347.599975585938,1,47.8908195495605
"157",8808,1180,69,1.62000000476837,517,1,0,2.71280002593994,792,0.873019993305206,3,321,6,167,"football",3047,0,0,0,1,NA,NA,NA,NA,NA,52.0249214172363
"158",8901,1180,81,1.82000005245209,517,0,0,2.40610003471375,705.200012207031,0.873019993305206,2,321,6,167,"football",3047,1,0,0,1,-1,12,-0.306699991226196,-86.7999877929688,-1,52.0249214172363
"159",8808,940,65,2.41000008583069,531,1,0,3.14229989051819,677,0.649119973182678,2.5,375,6,87,"football",3177,0,0,0,1,NA,NA,NA,NA,NA,23.2000007629395
"160",8901,940,77,2.42000007629395,531,0,0,3.09540009498596,451.329986572266,0.649119973182678,2.38000011444092,375,6,87,"football",3177,1,0,0,1,-0.119999885559082,12,-0.0468997955322266,-225.670013427734,-1,23.2000007629395
"161",8808,850,0,0,960,0,1,2.67869997024536,1150.17004394531,0.808510005474091,1.60000002384186,448,6,207,"tennis",3181,0,1,0,1,NA,NA,NA,NA,NA,46.2053565979004
"162",8901,850,14,1.57000005245209,960,1,0,2.79889988899231,989,0.808510005474091,2.23000001907349,448,6,207,"tennis",3181,1,1,0,1,0.629999995231628,14,0.120199918746948,-161.170043945312,1,46.2053565979004
"163",8808,540,80,1.92999994754791,317,1,0,2.73709988594055,468.75,0.588240027427673,1.75,577,2,402,"football",3249,0,0,1,0,NA,NA,NA,NA,NA,69.6707077026367
"164",8901,540,92,1.9099999666214,317,0,0,2.55900001525879,908.75,0.588240027427673,0.75,577,2,402,"football",3249,1,0,1,0,-1,12,-0.178099870681763,440,-1,69.6707077026367
"165",8808,930,28,3.3199999332428,960,1,0,2.71989989280701,690.599975585938,1.0217399597168,3.79999995231628,604,6,27,"swim",3321,0,1,0,1,NA,NA,NA,NA,NA,4.47019863128662
"166",8901,930,43,3.48000001907349,960,1,0,2.93370008468628,706.400024414062,1.0217399597168,3,604,6,27,"swim",3321,1,1,0,1,-0.799999952316284,15,0.213800191879272,15.800048828125,0,4.47019863128662
"167",8808,810,30,2.16000008583069,665,1,0,2.70840001106262,385.25,1.02499997615814,2.78999996185303,520,6,214,"swim",3438,0,0,0,1,NA,NA,NA,NA,NA,41.1538467407227
"168",8901,810,44,2.35999989509583,665,1,0,2.79299998283386,819.200012207031,1.02499997615814,2.80999994277954,520,6,214,"swim",3438,1,0,0,1,0.0199999809265137,14,0.0845999717712402,433.950012207031,0,41.1538467407227
"169",8808,1130,77,3.90000009536743,505,1,0,2.73300004005432,218.399993896484,0.793649971485138,4,450,6,1,"vball",3482,0,1,0,1,NA,NA,NA,NA,NA,0.222222223877907
"170",8901,1130,92,3.92000007629395,505,0,0,2.84890007972717,88.1699981689453,0.793649971485138,3.63000011444092,450,6,1,"vball",3482,1,1,0,1,-0.369999885559082,15,0.115900039672852,-130.229995727539,-1,0.222222223877907
"171",8808,940,28,3.14000010490417,517,1,0,2.67670011520386,1548.25,0.46875,3.5,303,6,84,"swim",3665,0,0,0,1,NA,NA,NA,NA,NA,27.7227725982666
"172",8901,940,40,3.25,517,1,0,3.12409996986389,719.400024414062,0.46875,3.07999992370605,303,6,84,"swim",3665,1,0,0,1,-0.420000076293945,12,0.447399854660034,-828.849975585938,0,27.7227725982666
"173",8808,1010,80,2.35999989509583,538,0,0,2.63800001144409,575,0.942309975624084,3,457,6,123,"baseball",3718,0,0,0,1,NA,NA,NA,NA,NA,26.9146614074707
"174",8901,1010,95,2.46000003814697,538,1,0,2.9054000377655,469.600006103516,0.942309975624084,3.40000009536743,457,6,123,"baseball",3718,1,0,0,1,0.400000095367432,15,0.267400026321411,-105.399993896484,1,26.9146614074707
"175",8808,930,38,2.0699999332428,675,1,0,2.66680002212524,770.75,1.0217399597168,1.25,288,6,197,"football",3728,0,0,0,1,NA,NA,NA,NA,NA,68.4027786254883
"176",8901,930,50,1.87999999523163,675,0,0,2.99160003662109,975,1.0217399597168,2.23000001907349,288,6,197,"football",3728,1,0,0,1,0.980000019073486,12,0.32480001449585,204.25,-1,68.4027786254883
"177",8808,850,66,2.08999991416931,601,1,0,2.65879988670349,146,0.931819975376129,2,537,6,234,"swim",3758,0,0,0,1,NA,NA,NA,NA,NA,43.5754203796387
"178",8901,850,78,2.0699999332428,601,1,0,2.89919996261597,221.830001831055,0.931819975376129,1.94000005722046,537,6,234,"swim",3758,1,0,0,1,-0.059999942779541,12,0.240400075912476,75.8300018310547,0,43.5754203796387
"179",8808,1160,83,3.49000000953674,314,1,0,2.99580001831055,136.800003051758,0.933329999446869,3.40000009536743,637,6,101,"swim",3809,0,1,0,1,NA,NA,NA,NA,NA,15.8555727005005
"180",8901,1160,98,3.47000002861023,314,1,0,3.06010007858276,206.330001831055,0.933329999446869,3.29999995231628,637,6,101,"swim",3809,1,1,0,1,-0.100000143051147,15,0.0643000602722168,69.5299987792969,0,15.8555727005005
"181",8808,900,86,2.76999998092651,640,1,0,3.00889992713928,84,0.914889991283417,3,637,6,76,"swim",3847,0,1,0,1,NA,NA,NA,NA,NA,11.930926322937
"182",8901,900,101,2.80999994277954,640,1,0,3.01430010795593,222.600006103516,0.914889991283417,2.59999990463257,637,6,76,"swim",3847,1,1,0,1,-0.400000095367432,15,0.00540018081665039,138.600006103516,0,11.930926322937
"183",8808,920,89,2.69000005722046,860,1,0,2.9400999546051,169.800003051758,0.877550005912781,2.07999992370605,637,6,163,"swim",3861,0,1,0,1,NA,NA,NA,NA,NA,25.5886974334717
"184",8901,920,102,2.60999989509583,860,1,0,3.08470010757446,39.75,0.877550005912781,2.46000003814697,637,6,163,"swim",3861,1,1,0,1,0.380000114440918,13,0.14460015296936,-130.050003051758,0,25.5886974334717
"185",8808,1020,0,0,520,1,1,2.31180000305176,1128.75,0.789470016956329,1.42999994754791,330,6,160,"soccer",3920,0,0,0,1,NA,NA,NA,NA,NA,48.4848480224609
"186",8901,1020,12,1.1599999666214,520,0,0,2.88089990615845,1355.75,0.789470016956329,0.75,330,6,160,"soccer",3920,1,0,0,1,-0.679999947547913,12,0.569099903106689,227,-1,48.4848480224609
"187",8808,660,80,1.91999995708466,317,1,0,2.79760003089905,783.5,0.783779978752136,1.5,251,3,130,"football",3964,0,0,0,0,NA,NA,NA,NA,NA,51.7928276062012
"188",8901,660,92,1.86000001430511,317,0,0,2.78299999237061,1083,0.783779978752136,0.75,251,3,130,"football",3964,1,0,0,0,-0.75,12,-0.0146000385284424,299.5,-1,51.7928276062012
"189",8808,870,0,0,310,1,1,2.88459992408752,1025.5,0.775510013103485,3.44000005722046,10,2,2,"track",4065,0,1,1,0,NA,NA,NA,NA,NA,20
"190",8901,870,14,3.5,310,1,0,2.64829993247986,1149.59997558594,0.775510013103485,2.61999988555908,10,2,2,"track",4065,1,1,1,0,-0.820000171661377,14,-0.236299991607666,124.099975585938,0,20
"191",8808,1100,35,3.04999995231628,531,1,0,2.86719989776611,875.75,0.864409983158112,2.78999996185303,172,6,137,"football",4105,0,0,0,1,NA,NA,NA,NA,NA,79.6511611938477
"192",8901,1100,49,2.97000002861023,531,0,0,2.71979999542236,1085.75,0.864409983158112,3.25,172,6,137,"football",4105,1,0,0,1,0.460000038146973,14,-0.14739990234375,210,-1,79.6511611938477
"193",8808,960,30,2.40000009536743,640,1,0,2.70090007781982,1064.5,0.684210002422333,3,204,6,51,"soccer",4247,0,0,0,1,NA,NA,NA,NA,NA,25
"194",8901,960,42,2.5699999332428,640,0,0,2.80259990692139,790.830017089844,0.684210002422333,2.17000007629395,204,6,51,"soccer",4247,1,0,0,1,-0.829999923706055,12,0.101699829101562,-273.669982910156,-1,25
"195",8808,540,100,2.20000004768372,317,1,0,2.64269995689392,198,0.928569972515106,2,240,2,151,"football",4350,0,0,1,0,NA,NA,NA,NA,NA,62.9166679382324
"196",8901,540,112,2.17000007629395,317,0,0,2.5511999130249,141.5,0.928569972515106,1.25,240,2,151,"football",4350,1,0,1,0,-0.75,12,-0.0915000438690186,-56.5,-1,62.9166679382324
"197",8808,700,0,0,510,1,1,2.94039988517761,686.140014648438,0.794870018959045,2.41000008583069,238,2,102,"football",4368,0,0,1,0,NA,NA,NA,NA,NA,42.8571434020996
"198",8901,700,15,2.59999990463257,510,0,0,2.78419995307922,1177,0.794870018959045,1.91999995708466,238,2,102,"football",4368,1,0,1,0,-0.490000128746033,15,-0.156199932098389,490.859985351562,-1,42.8571434020996
"199",8808,490,121,1.95000004768372,317,1,0,3.12750005722046,540.599975585938,0.689660012722015,2.38000011444092,92,2,50,"bball",4396,0,0,1,0,NA,NA,NA,NA,NA,54.347827911377
"200",8901,490,134,1.99000000953674,317,1,0,2.39730000495911,363.5,0.689660012722015,0,92,2,50,"bball",4396,1,0,1,0,-2.38000011444092,13,-0.730200052261353,-177.099975585938,0,54.347827911377
"201",8808,750,62,2.57999992370605,531,1,0,2.87520003318787,951.5,0.973680019378662,1.75,215,6,68,"football",4437,0,0,0,1,NA,NA,NA,NA,NA,31.6279067993164
"202",8901,750,74,2.44000005722046,531,0,0,2.98580002784729,764.710021972656,0.973680019378662,2.5,215,6,68,"football",4437,1,0,0,1,0.75,12,0.110599994659424,-186.789978027344,-1,31.6279067993164
"203",8808,980,0,0,531,1,1,2.32019996643066,1333,0.75,2,190,6,42,"football",4487,0,0,0,1,NA,NA,NA,NA,NA,22.1052627563477
"204",8901,980,14,2,960,0,0,2.74519991874695,1650.25,0.75,1.5,190,6,42,"football",4487,1,0,0,1,-0.5,14,0.424999952316284,317.25,-1,22.1052627563477
"205",8808,870,93,2.22000002861023,520,1,0,2.7146999835968,468.399993896484,0.740000009536743,2.20000004768372,302,2,67,"football",4716,0,0,1,0,NA,NA,NA,NA,NA,22.1854305267334
"206",8901,870,108,2.22000002861023,520,0,0,2.89759993553162,207.830001831055,0.740000009536743,2.67000007629395,302,2,67,"football",4716,1,0,1,0,0.470000028610229,15,0.182899951934814,-260.570007324219,-1,22.1854305267334
"207",8808,680,94,2.02999997138977,520,1,0,2.82940006256104,393.399993896484,0.619050025939941,2.15000009536743,91,2,13,"bball",4835,0,1,1,0,NA,NA,NA,NA,NA,14.2857141494751
"208",8901,680,107,2.03999996185303,520,1,0,2.79719996452332,542.5,0.619050025939941,2.63000011444092,91,2,13,"bball",4835,1,1,1,0,0.480000019073486,13,-0.0322000980377197,149.100006103516,0,14.2857141494751
"209",8808,1220,28,2.5699999332428,531,1,0,2.94519996643066,908.799987792969,0.671230018138885,3.14000010490417,10,5,3,"soccer",4867,0,0,0,0,NA,NA,NA,NA,NA,30
"210",8901,1220,42,2.75999999046326,531,0,0,2.99469995498657,399,0.671230018138885,3.15000009536743,10,5,3,"soccer",4867,1,0,0,0,0.00999999046325684,14,0.0494999885559082,-509.799987792969,-1,30
"211",8808,1100,29,3.48000001907349,538,1,0,2.5385000705719,1448.59997558594,0.774190008640289,3.59999990463257,10,6,1,"swim",4929,0,1,0,1,NA,NA,NA,NA,NA,10
"212",8901,1100,44,3.51999998092651,538,1,0,2.66420006752014,868.669982910156,0.774190008640289,3.38000011444092,10,6,1,"swim",4929,1,1,0,1,-0.21999979019165,15,0.125699996948242,-579.929992675781,0,10
"213",8808,1100,61,2.21000003814697,517,1,0,2.87520003318787,739.669982910156,1.03703999519348,3,10,6,6,"track",4950,0,0,0,1,NA,NA,NA,NA,NA,60
"214",8901,1100,70,2.30999994277954,665,1,0,2.65079998970032,299.329986572266,1.03703999519348,2.25999999046326,10,6,6,"track",4950,1,0,0,1,-0.740000009536743,9,-0.224400043487549,-440.339996337891,0,60
"215",8808,730,35,2.65000009536743,531,1,0,2.82500004768372,1092,0.586960017681122,1,260,2,116,"bball",5136,0,0,1,0,NA,NA,NA,NA,NA,44.6153831481934
"216",8901,730,47,2.23000001907349,531,1,0,2.61350011825562,903,0.586960017681122,1.69000005722046,260,2,116,"bball",5136,1,0,1,0,0.690000057220459,12,-0.211499929428101,-189,0,44.6153831481934
"217",8808,830,77,1.98000001907349,960,1,0,2.70609998703003,463.5,0.729170024394989,1.5,457,6,279,"football",5170,0,0,0,1,NA,NA,NA,NA,NA,61.0503273010254
"218",8901,830,89,1.91999995708466,960,0,0,2.88159990310669,214.199996948242,0.729170024394989,1.13999998569489,457,6,279,"football",5170,1,0,0,1,-0.360000014305115,12,0.17549991607666,-249.300003051758,-1,61.0503273010254
"219",8808,820,104,2.48000001907349,531,1,0,2.9293999671936,335.799987792969,0.78260999917984,2.38000011444092,98,6,16,"football",5289,0,0,0,1,NA,NA,NA,NA,NA,16.326530456543
"220",8901,820,117,2.47000002861023,531,0,0,2.8283998966217,330.25,0.78260999917984,2,98,6,16,"football",5289,1,0,0,1,-0.380000114440918,13,-0.101000070571899,-5.54998779296875,-1,16.326530456543
"221",8808,580,106,2.00999999046326,531,1,0,2.83680009841919,687,0.870970010757446,2.40000009536743,534,2,89,"football",5319,0,0,1,0,NA,NA,NA,NA,NA,16.6666660308838
"222",8901,580,121,2.05999994277954,531,0,0,2.7393000125885,571.669982910156,0.870970010757446,1.44000005722046,534,2,89,"football",5319,1,0,1,0,-0.960000038146973,15,-0.0975000858306885,-115.330017089844,-1,16.6666660308838
"223",8808,740,0,0,960,0,1,2.6570999622345,1183.32995605469,1.05555999279022,2,61,6,8,"baseball",5332,0,0,0,1,NA,NA,NA,NA,NA,13.1147537231445
"224",8901,740,14,2.0699999332428,960,1,0,3.03760004043579,702.669982910156,1.05555999279022,2.5,61,6,8,"baseball",5332,1,0,0,1,0.5,14,0.380500078201294,-480.659973144531,1,13.1147537231445
"225",8808,670,70,2.11999988555908,531,1,0,2.38930010795593,926.669982910156,0.810810029506683,0.330000013113022,76,2,58,"football",5349,0,0,1,0,NA,NA,NA,NA,NA,76.315788269043
"226",8901,670,82,1.88999998569489,531,0,0,2.80949997901917,1193,0.810810029506683,1.33000004291534,76,2,58,"football",5349,1,0,1,0,1,12,0.420199871063232,266.330017089844,-1,76.315788269043
"227",8808,720,39,2.29999995231628,319,1,0,2.68600010871887,902.5,0.56521999835968,2,10,8,7,"football",5397,0,0,0,0,NA,NA,NA,NA,NA,70
"228",8901,720,51,2.23000001907349,319,0,0,3.26259994506836,955.75,0.56521999835968,2.25,10,8,7,"football",5397,1,0,0,0,0.25,12,0.576599836349487,53.25,-1,70
"229",8808,690,36,2.01999998092651,505,1,0,2.67670011520386,1240.40002441406,0.916670024394989,1,214,2,86,"football",5406,0,0,1,0,NA,NA,NA,NA,NA,40.1869163513184
"230",8901,690,51,1.72000002861023,505,0,0,2.59730005264282,1641.25,0.916670024394989,2.25,214,2,86,"football",5406,1,0,1,0,1.25,15,-0.0794000625610352,400.849975585938,-1,40.1869163513184
"231",8808,830,1,4,660,1,0,3.00169992446899,1040.67004394531,0.930230021476746,0.930000007152557,10,2,5,"football",5429,0,0,1,0,NA,NA,NA,NA,NA,50
"232",8901,830,13,1.29999995231628,531,0,0,2.6596999168396,1448.40002441406,0.930230021476746,1.20000004768372,10,2,5,"football",5429,1,0,1,0,0.270000040531158,12,-0.342000007629395,407.72998046875,-1,50
"233",8808,1020,31,1.87000000476837,565,1,0,2.79819989204407,1312.5,0.619050025939941,2.30999994277954,697,6,463,"football",5542,0,0,0,1,NA,NA,NA,NA,NA,66.4275436401367
"234",8901,1020,44,2,565,0,0,3.15729999542236,392.5,0.619050025939941,2.23000001907349,697,6,463,"football",5542,1,0,0,1,-0.0799999237060547,13,0.359100103378296,-920,-1,66.4275436401367
"235",8808,1090,83,2.86999988555908,531,1,0,3.02259993553162,432,0.703130006790161,2.75,472,6,67,"swim",5606,0,0,0,1,NA,NA,NA,NA,NA,14.1949148178101
"236",8901,1090,95,2.85999989509583,531,1,0,2.84170007705688,418,0.703130006790161,2.75,472,6,67,"swim",5606,1,0,0,1,0,12,-0.180899858474731,-14,0,14.1949148178101
"237",8808,750,39,1.71000003814697,960,1,0,3.09579992294312,312.799987792969,0.666670024394989,2.38000011444092,412,6,178,"football",5750,0,0,0,1,NA,NA,NA,NA,NA,43.2038841247559
"238",8901,750,52,1.87999999523163,531,0,0,2.81419992446899,351.75,0.666670024394989,2.75,412,6,178,"football",5750,1,0,0,1,0.369999885559082,13,-0.281599998474121,38.9500122070312,-1,43.2038841247559
"239",8808,850,30,1.83000004291534,505,1,0,2.51550006866455,1454.25,1.07316994667053,1.25,405,6,117,"track",5803,0,0,0,1,NA,NA,NA,NA,NA,28.8888893127441
"240",8901,850,42,1.79999995231628,319,1,0,2.95390009880066,1159.75,1.07316994667053,2,405,6,117,"track",5803,1,0,0,1,0.75,12,0.438400030136108,-294.5,0,28.8888893127441
"241",8808,970,70,1.95000004768372,314,1,0,2.93939995765686,169,0.865379989147186,2.5,10,6,4,"soccer",5865,0,0,0,1,NA,NA,NA,NA,NA,40
"242",8901,970,71,1.98000001907349,314,0,0,3.14590001106262,42,0.865379989147186,2,10,6,4,"soccer",5865,1,0,0,1,-0.5,1,0.206500053405762,-127,-1,40
"243",8808,1020,93,3.26999998092651,520,1,0,2.82290005683899,96.8000030517578,0.672129988670349,3,450,6,39,"bball",5950,0,1,0,1,NA,NA,NA,NA,NA,8.66666698455811
"244",8901,1020,108,3.24000000953674,520,1,0,2.78139996528625,174.5,0.672129988670349,3.5,450,6,39,"bball",5950,1,1,0,1,0.5,15,-0.0415000915527344,77.6999969482422,0,8.66666698455811
"245",8808,770,28,1.85000002384186,531,1,0,2.84179997444153,908.5,0.790700018405914,2.80999994277954,430,6,250,"track",6023,0,0,0,1,NA,NA,NA,NA,NA,58.139533996582
"246",8901,770,44,2.20000004768372,531,1,0,2.87050008773804,766.830017089844,0.790700018405914,2.47000002861023,430,6,250,"track",6023,1,0,0,1,-0.339999914169312,16,0.0287001132965088,-141.669982910156,0,58.139533996582
"247",8808,900,0,0,347,1,1,2.76090002059937,816.200012207031,1.09301996231079,2.73000001907349,10,6,5,"soccer",6057,0,0,0,1,NA,NA,NA,NA,NA,50
"248",8901,900,15,2.73000001907349,538,0,0,2.56809997558594,1377.19995117188,1.09301996231079,2,10,6,5,"soccer",6057,1,0,0,1,-0.730000019073486,15,-0.192800045013428,560.999938964844,-1,50
"249",8808,730,1,4,960,1,0,2.91939997673035,463.290008544922,0.921050012111664,1.47000002861023,10,6,5,"football",6060,0,0,0,1,NA,NA,NA,NA,NA,50
"250",8901,730,16,1.67999994754791,960,0,0,2.92810010910034,849.669982910156,0.921050012111664,2.0699999332428,10,6,5,"football",6060,1,0,0,1,0.599999904632568,15,0.00870013236999512,386.379974365234,-1,50
"251",8808,960,0,0,517,1,1,2.44479990005493,1559,0.777779996395111,2.1800000667572,46,6,10,"football",6169,0,0,0,1,NA,NA,NA,NA,NA,21.7391300201416
"252",8901,960,15,2.05999994277954,517,0,0,2.58380007743835,1602.19995117188,0.777779996395111,2.59999990463257,46,6,10,"football",6169,1,0,0,1,0.419999837875366,15,0.139000177383423,43.199951171875,-1,21.7391300201416
"253",8808,980,30,2.05999994277954,960,1,0,2.70790004730225,705.400024414062,0.719299972057343,1.79999995231628,568,6,384,"soccer",6188,0,0,0,1,NA,NA,NA,NA,NA,67.6056365966797
"254",8901,980,45,1.97000002861023,960,0,0,2.75460004806519,933.289978027344,0.719299972057343,2.74000000953674,568,6,384,"soccer",6188,1,0,0,1,0.940000057220459,15,0.0467000007629395,227.889953613281,-1,67.6056365966797
"255",8808,870,33,2.5699999332428,353,1,0,2.86980009078979,589.400024414062,0.775510013103485,2.19000005722046,227,6,27,"vball",6279,0,1,0,1,NA,NA,NA,NA,NA,11.8942728042603
"256",8901,870,49,2.44000005722046,353,0,0,2.77369999885559,571.599975585938,0.775510013103485,2.55999994277954,227,6,27,"vball",6279,1,1,0,1,0.369999885559082,16,-0.0961000919342041,-17.800048828125,-1,11.8942728042603
"257",8808,950,29,2.89000010490417,230,1,0,2.92869997024536,487.799987792969,1.02128005027771,3,569,6,218,"swim",6367,0,1,0,1,NA,NA,NA,NA,NA,38.3128280639648
"258",8901,950,45,2.85999989509583,230,1,0,2.96749997138977,436.670013427734,1.02128005027771,2.80999994277954,569,6,218,"swim",6367,1,1,0,1,-0.190000057220459,16,0.0388000011444092,-51.1299743652344,0,38.3128280639648
"259",8808,830,57,2.02999997138977,520,1,0,2.87660002708435,862.5,1.02438998222351,1.5,546,6,285,"football",6386,0,0,0,1,NA,NA,NA,NA,NA,52.1978034973145
"260",8901,830,69,1.80999994277954,520,0,0,2.66639995574951,530,1.02438998222351,0.400000005960464,546,6,285,"football",6386,1,0,0,1,-1.10000002384186,12,-0.210200071334839,-332.5,-1,52.1978034973145
"261",8808,790,72,2.65000009536743,347,1,0,3.02970004081726,246,1.39393997192383,3,677,6,96,"track",6461,0,1,0,1,NA,NA,NA,NA,NA,14.1802072525024
"262",8901,790,87,2.71000003814697,347,1,0,3.32599997520447,93.75,1.39393997192383,3,677,6,96,"track",6461,1,1,0,1,0,15,0.296299934387207,-152.25,0,14.1802072525024
"263",8808,1010,27,2.96000003814697,811,1,0,2.56520009040833,1185,0.741379976272583,3,266,6,10,"vball",6495,0,1,0,1,NA,NA,NA,NA,NA,3.75939846038818
"264",8901,1010,41,2.97000002861023,810,0,0,2.43950009346008,269,0.741379976272583,2.61999988555908,266,6,10,"vball",6495,1,1,0,1,-0.380000114440918,14,-0.125699996948242,-916,-1,3.75939846038818
"265",8808,1050,61,2.75,511,1,0,2.52360010147095,891.799987792969,1.10000002384186,2,162,6,22,"swim",6510,0,1,0,1,NA,NA,NA,NA,NA,13.580246925354
"266",8901,1050,76,2.59999990463257,511,1,0,2.58100008964539,866.799987792969,1.10000002384186,2.20000004768372,162,6,22,"swim",6510,1,1,0,1,0.200000047683716,15,0.0573999881744385,-25,0,13.580246925354
"267",8808,860,59,2.61999988555908,538,0,0,2.8756000995636,631.5,0.720000028610229,3.25,113,6,29,"tennis",6535,0,1,0,1,NA,NA,NA,NA,NA,25.6637172698975
"268",8901,860,75,2.75999999046326,538,1,0,2.76250004768372,425.200012207031,0.720000028610229,2.59999990463257,113,6,29,"tennis",6535,1,1,0,1,-0.650000095367432,16,-0.113100051879883,-206.299987792969,1,25.6637172698975
"269",8808,1140,26,3.75999999046326,511,1,0,2.69659996032715,1102,0.965520024299622,3,454,6,36,"wrestlin",6542,0,0,0,1,NA,NA,NA,NA,NA,7.92951536178589
"270",8901,1140,38,3.51999998092651,511,0,0,2.40370011329651,944.25,0.965520024299622,3.25,454,6,36,"wrestlin",6542,1,0,0,1,0.25,12,-0.29289984703064,-157.75,-1,7.92951536178589
"271",8808,860,59,2.69000005722046,445,1,0,2.65030002593994,127,0.720000028610229,3.20000004768372,323,6,9,"wrestlin",6595,0,0,0,1,NA,NA,NA,NA,NA,2.78637766838074
"272",8901,860,74,2.78999996185303,445,0,0,3.00950002670288,70,0.720000028610229,2.79999995231628,323,6,9,"wrestlin",6595,1,0,0,1,-0.400000095367432,15,0.359200000762939,-57,-1,2.78637766838074
"273",8808,940,58,2.22000002861023,310,1,0,3.03609991073608,261.600006103516,0.843140006065369,2.53999996185303,385,6,105,"swim",6647,0,1,0,1,NA,NA,NA,NA,NA,27.2727279663086
"274",8901,940,71,2.27999997138977,310,1,0,3.49629998207092,171.669998168945,0.843140006065369,3.41000008583069,385,6,105,"swim",6647,1,1,0,1,0.870000123977661,13,0.460200071334839,-89.9300079345703,0,27.2727279663086
"275",8808,810,65,2.3199999332428,960,1,0,3.01929998397827,494.200012207031,0.928569972515106,2.69000005722046,385,6,165,"swim",6657,0,1,0,1,NA,NA,NA,NA,NA,42.8571434020996
"276",8901,810,78,2.38000011444092,960,1,0,3.18790006637573,202,0.928569972515106,2.84999990463257,385,6,165,"swim",6657,1,1,0,1,0.159999847412109,13,0.168600082397461,-292.200012207031,0,42.8571434020996
"277",8808,850,0,0,517,1,1,2.58619999885559,1320.17004394531,0.84782999753952,2.65000009536743,256,6,39,"soccer",6665,0,0,0,1,NA,NA,NA,NA,NA,15.234375
"278",8901,850,15,2.59999990463257,517,0,0,2.71609997749329,1496.59997558594,0.84782999753952,3,256,6,39,"soccer",6665,1,0,0,1,0.349999904632568,15,0.129899978637695,176.429931640625,-1,15.234375
