"","mnthborn","yearborn","age","electric","radio","tv","bicycle","educ","ceb","agefbrth","children","knowmeth","usemeth","monthfm","yearfm","agefm","idlnchld","heduc","agesq","urban","urb_educ","spirit","protest","catholic","frsthalf","educ0","evermarr","educ7"
"732",8,69,19,0,0,0,0,7,2,15,2,1,0,NA,NA,NA,4,NA,361,1,7,1,0,0,0,0,0,1
"733",5,66,22,0,0,0,0,6,2,17,2,1,1,2,84,17,6,0,484,1,6,1,0,0,1,0,1,0
"734",11,63,25,0,0,0,0,0,3,17,3,1,0,2,84,20,2,NA,625,1,0,1,0,0,0,1,1,0
"735",8,59,29,0,0,0,0,0,5,17,4,1,1,2,80,20,4,0,841,1,0,1,0,0,0,1,1,0
"736",8,55,33,0,1,0,1,2,5,19,4,1,1,9,73,18,4,0,1089,1,2,0,1,0,0,0,1,0
"737",2,63,25,0,1,0,1,0,2,20,2,1,1,5,83,20,4,NA,625,1,0,0,0,0,1,1,1,0
"738",8,66,22,0,1,0,0,10,2,16,1,1,0,NA,NA,NA,3,NA,484,1,10,0,1,0,0,0,0,1
"739",2,70,18,0,1,0,1,7,0,NA,0,1,0,NA,NA,NA,4,NA,324,1,7,1,0,0,1,0,0,1
"740",8,72,16,0,1,0,0,7,0,NA,0,1,0,NA,NA,NA,4,NA,256,1,7,1,0,0,0,0,0,1
"741",10,41,47,0,1,0,1,2,4,25,4,1,1,NA,NA,NA,4,NA,2209,1,2,0,0,0,0,0,0,0
"742",9,69,19,0,1,0,1,10,0,NA,0,1,0,NA,NA,NA,2,NA,361,1,10,0,0,0,0,0,0,1
"743",1,53,35,0,0,0,0,6,1,22,1,1,0,NA,NA,NA,NA,NA,1225,1,6,1,0,0,1,0,0,0
"744",8,70,18,0,1,0,1,7,1,17,1,1,1,NA,NA,NA,2,NA,324,1,7,0,0,1,0,0,0,1
"745",12,59,28,0,0,0,0,12,1,26,1,1,1,NA,NA,NA,4,NA,784,1,12,1,0,0,0,0,0,1
"746",2,69,19,0,0,0,0,7,1,19,1,1,0,NA,NA,NA,4,NA,361,1,7,0,0,0,1,0,0,1
"747",10,68,20,0,1,0,1,8,1,18,1,1,0,NA,NA,NA,1,NA,400,1,8,0,1,0,0,0,0,1
"748",11,70,18,0,0,0,0,7,1,17,1,1,0,NA,NA,NA,4,NA,324,1,7,0,0,1,0,0,0,1
"749",8,52,36,0,1,0,0,1,4,20,3,1,1,6,83,30,4,0,1296,1,1,0,0,0,0,0,1,0
"750",9,61,27,0,1,0,0,7,2,21,2,1,1,NA,NA,NA,2,NA,729,1,7,0,1,0,0,0,0,1
"751",1,48,40,0,0,0,0,2,4,18,4,1,0,11,69,21,4,NA,1600,1,2,1,0,0,1,0,1,0
"752",10,66,22,0,0,0,0,7,1,21,1,1,0,NA,NA,NA,4,NA,484,1,7,0,0,1,0,0,0,1
"753",12,66,21,0,0,0,0,7,1,19,1,1,1,NA,NA,NA,4,NA,441,1,7,1,0,0,0,0,0,1
"754",1,58,30,0,1,0,0,5,5,19,3,1,1,NA,NA,NA,4,NA,900,1,5,0,0,1,1,0,0,0
"755",10,58,30,0,0,0,0,0,3,19,3,1,1,NA,NA,NA,4,NA,900,1,0,0,0,1,0,1,0,0
"756",3,71,17,0,0,0,0,9,0,NA,0,1,1,NA,NA,NA,6,NA,289,1,9,0,0,0,1,0,0,1
"757",11,60,28,0,0,0,0,0,3,18,3,1,1,7,87,26,4,NA,784,1,0,0,0,0,0,1,1,0
"758",7,69,19,0,0,0,0,7,2,16,1,1,0,12,84,15,4,7,361,1,7,0,0,1,0,0,1,1
"759",11,51,37,0,0,0,0,0,3,21,3,1,0,NA,NA,NA,4,NA,1369,1,0,0,0,1,0,1,0,0
"760",1,53,35,0,1,0,0,0,3,21,3,1,1,2,72,19,8,0,1225,1,0,0,0,0,1,1,1,0
"761",11,67,21,0,1,0,0,9,2,18,1,1,1,5,86,18,2,12,441,1,9,0,0,1,0,0,1,1
"762",5,54,34,0,1,0,1,5,5,18,5,1,1,4,72,17,8,0,1156,1,5,0,0,0,1,0,1,0
"763",9,61,27,0,1,0,0,12,3,16,3,1,1,6,82,20,5,10,729,1,12,0,1,0,0,0,1,1
"764",12,41,47,0,0,0,0,4,6,21,5,1,0,NA,NA,NA,6,NA,2209,1,4,0,1,0,0,0,0,0
"765",1,63,25,0,1,0,0,10,4,18,4,1,1,8,85,22,4,5,625,1,10,0,0,0,1,0,1,1
"766",3,67,21,0,0,0,0,7,0,NA,0,1,0,NA,NA,NA,2,NA,441,1,7,0,1,0,1,0,0,1
"767",5,57,31,0,1,0,1,10,3,20,3,1,1,9,77,20,4,13,961,1,10,0,1,0,1,0,1,1
"768",3,70,18,0,1,1,0,10,0,NA,0,1,1,NA,NA,NA,4,NA,324,1,10,1,0,0,1,0,0,1
"769",10,62,26,0,0,0,0,9,2,21,2,1,1,2,87,24,4,10,676,1,9,1,0,0,0,0,1,1
"770",6,69,19,0,0,0,0,10,0,NA,0,1,0,NA,NA,NA,3,NA,361,1,10,0,1,0,1,0,0,1
"771",12,49,39,0,1,0,0,0,5,24,5,1,0,1,79,29,NA,7,1521,1,0,1,0,0,0,1,1,0
"772",10,63,25,0,1,1,1,7,2,21,2,1,1,9,86,22,3,7,625,1,7,1,0,0,0,0,1,1
"773",11,72,16,0,1,1,0,9,0,NA,0,1,0,NA,NA,NA,10,NA,256,1,9,0,1,0,0,0,0,1
"774",9,58,30,0,1,1,0,4,0,NA,0,1,1,9,76,18,2,3,900,1,4,0,1,0,0,0,1,0
"775",8,39,49,0,1,0,0,4,2,20,2,1,0,NA,NA,NA,NA,NA,2401,1,4,1,0,0,0,0,0,0
"776",4,50,38,0,1,0,1,7,7,18,6,1,1,1,70,19,NA,7,1444,1,7,0,1,0,1,0,1,1
"777",10,57,31,0,1,0,1,12,0,NA,0,1,0,7,79,21,7,7,961,1,12,0,0,0,0,0,1,1
"778",8,72,16,0,1,0,1,6,0,NA,0,1,0,NA,NA,NA,1,NA,256,1,6,0,0,0,0,0,0,0
"779",6,72,16,0,1,0,0,9,0,NA,0,1,0,NA,NA,NA,2,NA,256,1,9,0,1,0,1,0,0,1
"780",7,61,27,0,1,0,0,13,2,15,2,1,1,NA,NA,NA,4,NA,729,1,13,0,1,0,0,0,0,1
"781",2,62,26,0,1,0,1,0,1,17,1,1,1,NA,NA,NA,4,NA,676,1,0,0,1,0,1,1,0,0
"782",2,64,24,0,1,0,0,10,1,22,1,1,1,9,88,24,4,10,576,1,10,0,1,0,1,0,1,1
"783",6,67,21,0,0,0,1,10,1,18,1,1,1,NA,NA,NA,9,NA,441,1,10,0,1,0,1,0,0,1
"784",1,47,41,0,1,0,0,4,8,20,7,1,1,10,66,19,4,NA,1681,1,4,0,1,0,1,0,1,0
"785",6,69,19,0,1,0,0,6,1,18,1,1,0,NA,NA,NA,1,NA,361,1,6,0,1,0,1,0,0,0
"786",11,53,35,0,1,1,0,10,4,21,4,1,0,1,75,21,6,12,1225,1,10,0,1,0,0,0,1,1
"787",6,57,31,0,0,0,0,9,3,18,3,1,1,NA,NA,NA,3,NA,961,1,9,0,1,0,1,0,0,1
"788",7,63,25,0,1,0,0,7,3,16,1,1,0,7,79,16,4,0,625,1,7,0,1,0,0,0,1,1
"789",9,66,22,0,1,0,1,10,2,19,2,1,1,6,87,20,17,7,484,1,10,0,0,0,0,0,1,1
"790",8,66,22,0,1,0,0,7,0,NA,0,1,0,7,87,20,6,9,484,1,7,1,0,0,0,0,1,1
"791",2,59,29,0,1,0,0,7,2,24,2,1,1,2,87,28,4,6,841,1,7,0,1,0,1,0,1,1
"792",9,65,23,0,1,0,0,5,2,16,2,1,1,NA,NA,NA,2,NA,529,1,5,0,1,0,0,0,0,0
"793",4,60,28,0,1,0,0,0,2,19,2,1,1,NA,NA,NA,7,NA,784,1,0,1,0,0,1,1,0,0
"794",10,60,28,0,1,0,0,7,0,NA,0,1,0,9,83,22,6,7,784,1,7,0,0,1,0,0,1,1
"795",8,64,24,0,1,0,0,0,0,NA,0,1,0,NA,NA,NA,3,NA,576,1,0,0,0,0,0,1,0,0
"796",6,62,26,0,1,0,0,7,2,19,2,1,1,11,80,18,3,5,676,1,7,1,0,0,1,0,1,1
"797",6,64,24,0,1,0,0,9,2,18,2,1,1,NA,NA,NA,3,NA,576,1,9,0,1,0,1,0,0,1
"798",4,70,18,0,1,0,0,10,0,NA,0,1,1,NA,NA,NA,4,NA,324,1,10,0,0,1,1,0,0,1
"799",2,62,26,0,1,0,0,7,2,20,2,1,1,7,81,19,4,3,676,1,7,1,0,0,1,0,1,1
"800",9,59,29,0,1,0,0,9,1,21,1,1,0,NA,NA,NA,9,NA,841,1,9,0,1,0,0,0,0,1
"801",9,64,24,0,1,0,0,7,1,21,1,1,1,NA,NA,NA,4,NA,576,1,7,0,0,0,0,0,0,1
"802",11,67,21,0,1,0,0,7,1,17,1,1,1,NA,NA,NA,4,NA,441,1,7,0,1,0,0,0,0,1
"803",4,67,21,0,1,0,0,7,2,17,2,1,1,NA,NA,NA,4,NA,441,1,7,0,1,0,1,0,0,1
"804",11,66,22,0,1,0,0,7,1,21,1,1,1,NA,NA,NA,4,NA,484,1,7,0,1,0,0,0,0,1
"805",5,68,20,0,1,0,0,9,1,18,1,1,1,NA,NA,NA,4,NA,400,1,9,0,1,0,1,0,0,1
"806",2,72,16,0,1,0,0,9,0,NA,0,1,0,NA,NA,NA,4,NA,256,1,9,0,1,0,1,0,0,1
"807",3,66,22,0,1,0,0,3,3,16,3,1,1,NA,NA,NA,3,NA,484,1,3,0,1,0,1,0,0,0
"808",1,53,35,0,1,0,0,0,0,NA,0,1,0,11,86,33,5,3,1225,1,0,0,0,0,1,1,1,0
"809",10,63,25,0,1,0,0,9,1,18,1,1,1,2,87,23,6,8,625,1,9,0,1,0,0,0,1,1
"810",5,44,44,0,1,0,0,0,8,19,8,1,0,4,63,18,9,7,1936,1,0,0,0,1,1,1,1,0
"811",4,70,18,0,1,0,0,7,1,16,1,1,0,NA,NA,NA,2,NA,324,1,7,0,0,1,1,0,0,1
"812",5,71,17,0,1,0,0,9,0,NA,0,1,0,NA,NA,NA,2,NA,289,1,9,0,0,1,1,0,0,1
"813",1,72,16,0,1,0,0,8,0,NA,0,1,0,NA,NA,NA,3,NA,256,1,8,0,0,1,1,0,0,1
"814",1,73,15,0,1,0,0,8,0,NA,0,1,0,NA,NA,NA,5,NA,225,1,8,0,0,1,1,0,0,1
"815",3,62,26,0,1,0,0,5,4,18,2,1,1,1,81,18,8,10,676,1,5,1,0,0,1,0,1,0
"816",8,67,21,0,0,0,0,7,0,NA,0,1,1,7,87,19,4,3,441,1,7,0,0,1,0,0,1,1
"817",2,60,28,0,1,0,0,7,3,17,3,1,1,NA,NA,NA,4,NA,784,1,7,0,1,0,1,0,0,1
"818",9,68,20,0,0,0,0,7,0,NA,0,1,0,NA,NA,NA,2,NA,400,1,7,0,0,0,0,0,0,1
"819",9,70,18,0,0,0,0,7,0,NA,0,1,0,NA,NA,NA,2,NA,324,1,7,0,0,0,0,0,0,1
"820",10,55,33,0,1,0,0,5,2,17,2,1,1,6,84,28,3,5,1089,1,5,0,0,1,0,0,1,0
"821",9,52,36,0,1,0,0,7,3,17,3,1,1,NA,NA,NA,4,NA,1296,1,7,1,0,0,0,0,0,1
"822",3,62,26,NA,1,0,0,10,1,17,1,1,1,5,83,21,3,10,676,1,10,1,0,0,1,0,1,1
"823",4,66,22,0,1,0,0,5,0,NA,0,1,1,NA,NA,NA,4,NA,484,1,5,1,0,0,1,0,0,0
"824",6,65,23,0,1,0,0,0,1,20,1,1,1,5,87,21,2,7,529,1,0,1,0,0,1,1,1,0
"825",1,65,23,0,1,0,0,7,2,20,2,1,1,4,82,17,4,0,529,1,7,0,0,0,1,0,1,1
"826",10,58,30,0,1,0,0,0,2,17,2,1,0,5,75,16,2,0,900,1,0,1,0,0,0,1,1,0
"827",9,58,30,0,1,0,0,0,5,17,5,1,1,6,75,16,10,6,900,1,0,0,0,0,0,1,1,0
"828",8,63,25,0,1,0,0,10,0,NA,0,1,0,8,86,23,3,0,625,1,10,1,0,0,0,0,1,1
"829",4,71,17,0,1,0,0,7,0,NA,0,1,0,NA,NA,NA,1,NA,289,1,7,1,0,0,1,0,0,1
"830",9,66,22,0,1,0,0,7,2,14,2,1,1,NA,NA,NA,4,NA,484,1,7,0,0,0,0,0,0,1
"831",9,69,19,0,1,0,0,10,0,NA,0,1,0,NA,NA,NA,4,NA,361,1,10,0,0,0,0,0,0,1
"832",6,54,34,0,0,0,1,0,5,20,5,1,1,12,80,26,6,0,1156,1,0,1,0,0,1,1,1,0
"833",1,59,29,0,0,0,0,0,6,17,5,1,0,4,75,16,7,0,841,1,0,0,0,0,1,1,1,0
"834",8,63,25,0,1,1,0,10,1,19,1,1,1,NA,NA,NA,3,NA,625,1,10,0,1,0,0,0,0,1
"835",9,70,18,0,1,0,0,6,1,16,1,1,0,NA,NA,NA,4,NA,324,1,6,0,0,1,0,0,0,0
"836",10,71,17,0,1,0,0,0,0,NA,0,0,0,NA,NA,NA,4,NA,289,1,0,0,0,0,0,1,0,0
"837",6,59,29,0,1,0,0,0,4,16,4,1,1,12,79,20,4,0,841,1,0,1,0,0,1,1,1,0
"838",8,66,22,0,1,0,0,9,1,22,1,1,0,NA,NA,NA,4,NA,484,1,9,0,0,0,0,0,0,1
"839",1,59,29,0,1,1,0,7,6,17,6,1,1,8,85,26,6,7,841,1,7,1,0,0,1,0,1,1
"840",12,69,19,0,1,1,0,7,0,NA,0,1,1,NA,NA,NA,5,NA,361,1,7,1,0,0,0,0,0,1
"841",3,50,38,1,1,0,0,5,7,15,7,1,1,6,65,15,7,6,1444,1,5,0,0,1,1,0,1,0
"842",2,67,21,1,1,0,0,7,0,NA,0,1,1,NA,NA,NA,5,NA,441,1,7,0,0,1,1,0,0,1
"843",3,57,31,1,1,1,0,8,3,16,3,1,1,7,85,28,4,7,961,1,8,0,0,1,1,0,1,1
"844",9,73,15,1,1,1,0,8,0,NA,0,1,0,NA,NA,NA,4,NA,225,1,8,0,0,1,0,0,0,1
"845",7,48,40,1,1,0,0,7,9,21,9,1,1,6,68,19,9,6,1600,1,7,1,0,0,0,0,1,1
"846",6,70,18,1,1,0,0,7,0,NA,0,1,0,NA,NA,NA,4,NA,324,1,7,1,0,0,1,0,0,1
"847",1,73,15,1,1,0,0,7,0,NA,0,1,0,NA,NA,NA,4,NA,225,1,7,1,0,0,1,0,0,1
"848",8,51,37,1,1,0,0,7,6,19,6,1,1,8,85,34,6,10,1369,1,7,0,1,0,0,0,1,1
"849",12,67,20,1,1,0,0,10,0,NA,0,1,1,9,86,18,5,10,400,1,10,0,0,1,0,0,1,1
"850",12,67,20,1,1,0,0,6,1,19,1,1,1,NA,NA,NA,4,NA,400,1,6,0,0,0,0,0,0,0
"851",11,61,27,1,1,1,0,7,2,18,2,1,1,7,81,19,4,7,729,1,7,1,0,0,0,0,1,1
"852",12,69,18,1,1,0,0,9,1,15,1,1,1,NA,NA,NA,6,NA,324,1,9,0,1,0,0,0,0,1
"853",8,53,35,1,1,0,0,7,1,24,1,1,1,1,86,32,4,7,1225,1,7,0,1,0,0,0,1,1
"854",4,73,15,1,1,0,0,6,0,NA,0,1,0,NA,NA,NA,2,NA,225,1,6,1,0,0,1,0,0,0
"855",8,69,19,1,1,0,0,10,0,NA,0,1,1,NA,NA,NA,3,NA,361,1,10,0,0,0,0,0,0,1
"856",8,62,26,1,1,1,0,10,1,16,1,1,1,10,86,24,4,9,676,1,10,1,0,0,0,0,1,1
"857",12,71,16,0,0,0,1,9,0,NA,0,1,0,NA,NA,NA,4,NA,256,1,9,1,0,0,0,0,0,1
"858",4,57,31,0,1,1,0,12,3,21,3,1,1,10,79,22,5,12,961,1,12,0,0,1,1,0,1,1
"859",1,70,18,1,1,1,0,7,0,NA,0,1,0,NA,NA,NA,4,NA,324,1,7,0,1,0,1,0,0,1
"860",10,70,18,1,1,1,0,7,0,NA,0,1,1,NA,NA,NA,6,NA,324,1,7,1,0,0,0,0,0,1
"861",5,44,44,0,1,1,0,14,7,19,5,1,1,2,60,15,4,18,1936,1,14,1,0,0,1,0,1,1
"862",4,64,24,0,1,1,0,10,1,20,1,1,1,NA,NA,NA,4,NA,576,1,10,0,0,1,1,0,0,1
"863",10,69,19,0,1,1,0,12,0,NA,0,1,1,NA,NA,NA,4,NA,361,1,12,1,0,0,0,0,0,1
"864",10,69,19,0,1,1,0,7,1,17,1,1,0,NA,NA,NA,5,NA,361,1,7,0,1,0,0,0,0,1
"865",11,46,41,0,1,1,0,13,2,24,2,1,1,12,83,37,3,10,1681,1,13,1,0,0,0,0,1,1
"866",5,60,28,0,1,1,0,1,3,16,3,1,0,6,75,15,4,0,784,1,1,1,0,0,1,0,1,0
"867",7,68,20,0,1,0,0,10,2,17,2,1,0,NA,NA,NA,4,NA,400,1,10,0,0,1,0,0,0,1
"868",6,64,24,0,0,0,0,10,2,19,2,1,1,2,79,14,4,10,576,1,10,0,1,0,1,0,1,1
"869",4,71,17,0,1,0,0,10,0,NA,0,1,0,NA,NA,NA,8,NA,289,1,10,0,1,0,1,0,0,1
"870",11,59,28,0,1,0,0,10,3,20,3,1,1,7,80,20,4,12,784,1,10,1,0,0,0,0,1,1
"871",5,65,23,0,1,0,0,7,1,17,1,1,1,NA,NA,NA,4,NA,529,1,7,1,0,0,1,0,0,1
"872",6,69,19,0,1,0,0,3,0,NA,0,1,0,NA,NA,NA,4,NA,361,1,3,0,0,0,1,0,0,0
"873",8,56,32,1,1,1,0,10,2,18,2,1,1,8,82,26,4,12,1024,1,10,0,1,0,0,0,1,1
"874",5,59,29,0,0,0,0,7,3,18,3,1,1,NA,NA,NA,6,NA,841,1,7,0,1,0,1,0,0,1
"875",1,69,19,1,1,1,0,7,0,NA,0,1,0,NA,NA,NA,2,NA,361,1,7,1,0,0,1,0,0,1
"876",9,64,24,0,1,0,1,7,1,15,1,1,1,NA,NA,NA,4,NA,576,1,7,1,0,0,0,0,0,1
"877",7,62,26,1,1,1,0,7,1,21,1,1,1,NA,NA,NA,4,NA,676,1,7,1,0,0,0,0,0,1
"878",6,63,25,0,1,0,1,0,1,21,1,1,1,NA,NA,NA,6,NA,625,1,0,0,0,0,1,1,0,0
"879",10,71,17,0,1,0,1,6,0,NA,0,1,0,NA,NA,NA,6,NA,289,1,6,1,0,0,0,0,0,0
"880",6,52,36,0,1,0,0,7,1,21,1,1,0,12,77,25,3,0,1296,1,7,0,1,0,1,0,1,1
"881",7,65,23,0,1,0,0,0,2,16,2,1,1,12,85,20,2,7,529,1,0,1,0,0,0,1,1,0
"882",6,66,22,0,1,0,0,0,0,NA,0,1,1,11,86,20,6,10,484,1,0,0,1,0,1,1,1,0
"883",10,69,19,0,1,1,0,10,0,NA,0,1,0,NA,NA,NA,6,NA,361,1,10,1,0,0,0,0,0,1
"884",4,52,36,0,1,0,0,5,2,21,1,1,0,NA,NA,NA,7,NA,1296,1,5,1,0,0,1,0,0,0
"885",9,60,28,0,0,0,0,9,3,18,3,1,1,12,80,20,4,4,784,1,9,1,0,0,0,0,1,1
"886",8,70,18,0,0,0,0,7,0,NA,0,1,0,NA,NA,NA,4,NA,324,1,7,0,0,1,0,0,0,1
"887",6,52,36,0,1,0,1,7,3,20,3,1,0,12,81,29,6,0,1296,1,7,0,0,1,1,0,1,1
"888",9,72,16,0,1,0,1,6,0,NA,0,1,0,NA,NA,NA,2,NA,256,1,6,0,0,1,0,0,0,0
"889",7,66,22,0,1,0,0,7,1,19,1,1,1,NA,NA,NA,4,NA,484,1,7,0,1,0,0,0,0,1
"890",4,63,25,0,1,0,0,11,1,18,1,1,1,NA,NA,NA,4,NA,625,1,11,0,0,1,1,0,0,1
"891",9,49,39,0,1,0,0,2,2,23,2,1,1,1,69,19,6,0,1521,1,2,1,0,0,0,0,1,0
"892",6,60,28,0,1,0,0,3,2,21,2,1,1,3,80,19,6,NA,784,1,3,1,0,0,1,0,1,0
"893",2,62,26,0,1,0,0,7,2,20,2,1,0,11,85,23,4,8,676,1,7,1,0,0,1,0,1,1
"894",7,66,22,0,1,0,0,9,0,NA,0,1,0,NA,NA,NA,2,NA,484,1,9,0,1,0,0,0,0,1
"895",2,69,19,0,1,0,0,9,0,NA,0,1,1,NA,NA,NA,4,NA,361,1,9,0,1,0,1,0,0,1
"896",1,44,44,0,0,0,0,4,7,16,7,1,0,1,60,16,4,7,1936,1,4,0,1,0,1,0,1,0
"897",7,60,28,0,1,0,0,10,3,16,3,1,0,1,74,13,5,10,784,1,10,0,1,0,0,0,1,1
"898",2,62,26,0,0,0,0,7,2,17,2,1,1,3,79,17,4,10,676,1,7,0,1,0,1,0,1,1
"899",10,50,38,0,0,0,1,4,5,19,5,1,1,10,69,19,5,4,1444,1,4,1,0,0,0,0,1,0
"900",5,70,18,0,0,0,1,10,0,NA,0,1,1,NA,NA,NA,3,NA,324,1,10,1,0,0,1,0,0,1
"901",11,72,16,0,0,0,1,9,0,NA,0,1,0,NA,NA,NA,2,NA,256,1,9,1,0,0,0,0,0,1
"902",3,62,26,0,1,0,0,7,1,24,1,1,1,NA,NA,NA,1,NA,676,1,7,1,0,0,1,0,0,1
"903",3,69,19,0,1,0,0,9,0,NA,0,1,0,NA,NA,NA,4,NA,361,1,9,0,1,0,1,0,0,1
"904",2,70,18,0,1,0,0,12,0,NA,0,1,1,NA,NA,NA,4,NA,324,1,12,0,1,0,1,0,0,1
"905",7,55,33,0,1,0,1,7,5,19,5,1,1,10,76,21,6,9,1089,1,7,0,0,1,0,0,1,1
"906",11,65,23,0,1,0,1,6,1,22,1,1,0,NA,NA,NA,6,NA,529,1,6,0,0,1,0,0,0,0
"907",2,64,24,0,1,0,1,5,2,19,2,1,0,NA,NA,NA,6,NA,576,1,5,1,0,0,1,0,0,0
"908",12,66,21,0,1,0,0,10,1,21,1,1,0,NA,NA,NA,2,NA,441,1,10,0,0,1,0,0,0,1
"909",11,71,17,0,1,0,0,10,0,NA,0,1,0,NA,NA,NA,4,NA,289,1,10,0,0,1,0,0,0,1
"910",11,62,26,0,0,0,1,7,3,20,3,1,0,NA,NA,NA,3,NA,676,1,7,1,0,0,0,0,0,1
"911",2,71,17,0,0,0,0,10,0,NA,0,1,0,NA,NA,NA,6,NA,289,1,10,1,0,0,1,0,0,1
"912",9,71,17,0,0,0,0,9,0,NA,0,1,0,NA,NA,NA,6,NA,289,1,9,1,0,0,0,0,0,1
"913",5,61,27,0,1,0,0,10,1,20,1,1,1,NA,NA,NA,3,NA,729,1,10,0,1,0,1,0,0,1
"914",7,46,42,0,1,0,0,10,2,17,2,1,1,NA,NA,NA,4,NA,1764,1,10,0,0,1,0,0,0,1
"915",8,63,25,0,1,0,0,10,1,20,1,1,1,NA,NA,NA,4,NA,625,1,10,0,0,1,0,0,0,1
"916",10,60,28,0,1,0,0,12,1,21,1,1,1,NA,NA,NA,10,NA,784,1,12,0,0,1,0,0,0,1
"917",1,69,19,0,1,0,0,12,0,NA,0,1,0,NA,NA,NA,4,NA,361,1,12,0,0,1,1,0,0,1
"918",10,64,24,0,1,0,1,7,1,22,1,1,0,12,86,22,5,7,576,1,7,1,0,0,0,0,1,1
"919",12,69,18,0,0,0,0,7,2,16,2,1,0,9,87,17,5,0,324,1,7,0,0,0,0,0,1,1
"920",1,64,24,0,0,0,0,5,3,15,3,1,0,NA,NA,NA,5,NA,576,1,5,0,0,0,1,0,0,0
"921",1,67,21,0,0,0,0,7,1,19,1,1,0,1,87,20,4,7,441,1,7,0,0,0,1,0,1,1
"922",6,61,27,1,0,0,0,2,1,14,1,1,0,1,88,26,10,NA,729,1,2,0,0,0,1,0,1,0
"923",10,72,16,0,0,0,1,7,0,NA,0,1,1,NA,NA,NA,4,NA,256,1,7,1,0,0,0,0,0,1
"924",1,54,34,0,0,0,0,0,7,18,7,1,0,NA,NA,NA,5,NA,1156,1,0,0,0,1,1,1,0,0
"925",6,57,31,0,1,0,0,0,3,18,3,1,1,6,71,14,6,7,961,1,0,1,0,0,1,1,1,0
"926",3,47,41,0,0,0,0,0,1,34,1,1,0,11,80,33,5,1,1681,1,0,1,0,0,1,1,1,0
"927",8,71,17,0,0,0,0,7,1,14,1,1,1,7,88,16,6,5,289,1,7,1,0,0,0,0,1,1
"928",10,60,28,0,1,0,0,7,2,18,2,1,1,NA,NA,NA,4,NA,784,1,7,1,0,0,0,0,0,1
"929",1,58,30,0,1,0,0,5,1,26,1,1,0,2,86,28,5,7,900,1,5,1,0,0,1,0,1,0
"930",7,66,22,0,1,0,0,7,0,NA,0,1,1,NA,NA,NA,4,NA,484,1,7,0,0,0,0,0,0,1
"931",1,69,19,0,1,0,0,7,1,18,0,1,1,NA,NA,NA,3,NA,361,1,7,0,0,0,1,0,0,1
"932",10,61,27,0,1,0,0,6,4,18,4,1,1,3,85,23,3,0,729,1,6,1,0,0,0,0,1,0
"933",1,53,35,0,1,0,1,1,1,17,1,1,0,10,69,16,5,0,1225,1,1,1,0,0,1,0,1,0
"934",12,70,17,0,0,0,0,6,1,17,1,1,0,6,87,16,4,8,289,1,6,1,0,0,0,0,1,0
"935",3,49,39,0,1,0,1,0,8,19,6,1,1,6,67,18,4,7,1521,1,0,1,0,0,1,1,1,0
"936",8,72,16,0,1,0,1,9,0,NA,0,1,0,NA,NA,NA,4,NA,256,1,9,1,0,0,0,0,0,1
"937",10,57,31,0,1,0,1,0,7,12,7,1,1,NA,NA,NA,7,NA,961,1,0,1,0,0,0,1,0,0
"938",5,48,40,0,1,0,1,7,7,21,7,1,0,10,84,36,8,3,1600,1,7,1,0,0,1,0,1,1
"939",12,52,35,0,1,0,1,6,6,16,6,1,1,3,69,16,6,7,1225,1,6,1,0,0,0,0,1,0
"940",1,58,30,0,1,0,0,7,4,22,4,1,1,2,86,28,8,10,900,1,7,0,0,0,1,0,1,1
"941",6,55,33,0,0,0,0,0,6,18,5,1,0,4,73,17,9,7,1089,1,0,1,0,0,1,1,1,0
"942",9,61,27,0,0,0,0,4,1,19,1,1,0,NA,NA,NA,4,NA,729,1,4,0,0,0,0,0,0,0
"943",6,62,26,0,1,0,0,4,5,14,5,1,1,3,81,18,8,2,676,1,4,1,0,0,1,0,1,0
"944",10,57,31,0,1,0,1,3,4,17,4,1,1,6,74,16,5,NA,961,1,3,1,0,0,0,0,1,0
"945",10,67,21,0,0,0,0,7,0,NA,0,1,0,12,87,20,6,0,441,1,7,0,1,0,0,0,1,1
"946",1,61,27,0,1,0,0,4,4,20,4,1,0,6,81,20,NA,7,729,1,4,0,0,0,1,0,1,0
"947",7,63,25,0,1,0,0,7,3,19,3,1,1,6,86,22,6,7,625,1,7,0,0,0,0,0,1,1
"948",6,69,19,0,1,0,0,7,1,17,0,1,1,7,84,15,6,10,361,1,7,1,0,0,1,0,1,1
"949",5,63,25,0,1,0,1,7,2,18,2,1,1,1,83,19,5,7,625,1,7,0,0,0,1,0,1,1
"950",1,68,20,0,1,0,1,7,1,17,1,1,0,6,88,20,6,7,400,1,7,1,0,0,1,0,1,1
"951",12,70,17,0,1,0,1,7,0,NA,0,1,0,NA,NA,NA,4,NA,289,1,7,1,0,0,0,0,0,1
"952",12,59,28,0,1,0,1,7,3,17,2,1,1,5,84,24,4,10,784,1,7,0,0,0,0,0,1,1
"953",12,66,21,0,1,0,0,10,2,17,2,1,1,3,86,19,4,7,441,1,10,1,0,0,0,0,1,1
"954",12,67,20,0,0,0,1,7,1,19,1,1,1,NA,NA,NA,4,NA,400,1,7,1,0,0,0,0,0,1
"955",2,64,24,0,0,0,0,6,3,18,3,1,1,2,81,17,4,0,576,1,6,1,0,0,1,0,1,0
